Codigo,Descripcion,presentacion,Rubro,Observaciones,Numero_Ingredientes,Ingredient 1,Ingredient 2,Ingredient 3,Ingredient 4,Ingredient 5,Ingredient 6,Ingredient 7,Ingredient 8,Ingredient 9,Ingredient 10,Ingredient 11,Ingredient 12,Ingredient 13,Ingredient 14,Ingredient 15,Ingredient 16,Ingredient 17,Ingredient 18,Ingredient 19,Ingredient 20,Ingredient 21,Ingredient 22,Ingredient 23,Ingredient 24,Ingredient 25,Ingredient 26,Ingredient 27,Ingredient 28,Ingredient 29,Ingredient 30,Ingredient 31,Ingredient 32,Ingredient 33,Ingredient 34,Ingredient 35,Ingredient 36,Ingredient 37,Ingredient 38,Ingredient 39,Ingredient 40,Ingredient 41,Ingredient 42,Ingredient 43,Ingredient 44,Ingredient 45,Ingredient 46,Ingredient 47,Ingredient 48,Ingredient 49,Ingredient 50,Ingredient 51,Ingredient 52,Ingredient 53,Ingredient 54,Ingredient 55,Ingredient 56,,,,,
780591,Shampoo Neutralizante Arroz Slow Natural,70gr,Cuidado Personal;Cuidado del Cabello;Shampoo,"70 grs que rinden cerca de 90 lavados, casi 3 meses.
Para cabello canoso o decolorado químicamente.
Acción fotoprotectora del color.
NO es de uso frecuente, se recomienda uso semana por medio.
100% biodegradable, no contamina las aguas y no posee microplásticos.
Libre de parabenos y siliconas minerales derivadas del petróleo.",20,Sodium Cocoyl Isethion con proteína de arroz que ate,Sodium Coco Sulfate,Aqua,Saponinas de Chenopodium Quinoa Willd,Shea Butter,Avena sativa Flour polvo,Olea Europaea Oil,Bis- (Isostearoyl / Oleoyl Isopropyl) Dimonium Methosulfate,Kerarice (Aqua,Gliceryn,Oryza Sativa Seed Protein,Phytic Acid,Oryza Sativa Extract,Sodium Benzoate,Gluconolactone,Calcium Gluconate,Parfum,C.I 77007 (Ultramarine Blue),Citric acid,Potassium sorbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780592,Loción Corporal Frutilla Super Good,250ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,,21,Aqua,Helianthus Annuus Seed Oil,Octyldodecanol,Butyrospermum Parkii Butter,Cetearyl Alcohol,Glyceryl Stearate,Glycerin,Prunus Amygdalus Dulcis Oil,Musa Sapientum Fruit Extract,Fragaria Vesca Fruit Extract,Euterpe Oleracea Fruit Extract,Xanthan Gum,Sodium Stearoyl Glutamate,Citric Acid,Benzyl Alcohol,Sodium Benzoate,Potassium Sorbate,Dehydroacetic Acid,Parfum,CI 14720,Hexyl Cinnamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897042012732,Skala Expert Crema para peinar y crema hidratante 2 en 1,1000 gr,Cuidado Personal;Cuidado del Cabello;Crema para peinar,100% Vegano,15,Aqua,Cetearyl Alcohol,Cetrimonium Chloride,Stearamidopropyl Dimethylamine,Shea Butter Cetyl Esters,Zea Mays (Corn) Starch,Parfum,Methylchloroisothiazolinone,Disodium EDTA,Citric Acid,Cocos Nucifera Oil,Panthenol,Tocopheryl Acetate,Butyl-phenyl Methylpropional,linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897042013067,Skala Expert Gel líquido Vegano Day after,250 gr,Cuidado Personal;Cuidado del Cabello;Crema para peinar,"100% Vegano sin siliconas,vaselina y óleo mineral",19,Aqua,Hydroxyethylcellulose,Glycerin,Polyquaternium-10,PEG-90M,Cetrimonium chloride,Parfum,Methylchloroisothiazolinone,Panthenol,Shea Butter Cetyl esters,Ricinus Communis (Castor),Seed oil,Argania Spinosa kernel oil,Tocopheryl acetate,Disodium EDTA,Coumarin,Limonene,Linalool,CI14.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897042010714,Skala Expert Crema para peinar y crema hidratante 18 elementos 2 en 1,1000 gr,Cuidado Personal;Cuidado del Cabello;Crema para peinar,100% Vegano,46,Aqua,Cetearyl Alcohol,Cetrimonium Chloride,Stearamidopropyl Dimethylamine,Shea Butter Cetyl Esters,Parfum,Hydrolyzed Rice Protein,Theobroma Cacao Seed Butter,Cinnamomum Zeylanicum Bark extract,Acorus Calamus Root extract,Commiphora Myrrha Resin extract,Olea Europaea Fruit Oil,Laureth-2,Myreth-2,Octyldodecanol,Cetyl Lactate,Prunus Amygdalus Dulcis Oil,Zea Mays Oil,Gossypium Herbaceum Seed Oil,Helianthus Annuus Seed Oil,Triticum Vulgare Germ Oil,Persea Gratissima Oil,Phospholipids,Squalene,Glyceryl Linoleate,Glyceryl Linolenate,Tocopheryl Acetate,Cocos Nucifera Oil,Hydrolyzed Soy Protein,Porphyra Umbilicalis extract,Caesalpinia Spinosa Gum,Hydrolyzed Wheat Protein,Hydrolyzed Corn Protein,Argania spinosa kernel oil,Ricinus Communis (castor),Seed Oil,Vegetable milk Cocos Nucifera,Fruit Extract,Cocos Nucifera Oil,Tocopheryl acetate,Panthenol,Methylchloroisothiazolinone,Methylisothiazolinone,Citric Acid,Hexyl Cinnamal,Linalool,,,,,,,,,,,,,,,
7899846080764,Natura Shampoo Anticaspa Copaíba,300 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Envase recargable, óleo de Copaíba,piritionato de zinc",37,Aqua,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Dimethiconol,Sodium Chloride,Parfum,Zinc pyrithione,Triethanolamine,Glycol Distearate,Acrylates/c10-30 alkyl acrylate crosspolymer,Sorbitol,dimethicone,Coco-glucoside,polyquaternium-10,zinc sulfate,glyceryl stearate,glyceryl oleate,tea-dodecylbenzenesulfonate,propylene glycol,copaifera officinalis resin,tetrasodium edta,sodium hydroxide,sodium polynaphthalenesulfonate,benzyl alcohol,citric acid,lactic acid,glycerin,benzoic acid,dmdm hydantoin,cellulose gum,sodium acetate,isopropyl alcohol,methylchloroisothiazolinone,CI 42090,methylisothiazolinone,iodopropynyl butylcarbamate,sodium sulfate,,,,,,,,,,,,,,,,,,,,,,,,
7798044062391,Han Shampoo Ácido Hialurónico,500 cm3,Cuidado Personal;Cuidado del Cabello;Shampoo,"Ácido hialurónico para cabellos normales, débiles procesados,con proteínas de colágeno, libre de sulfatos y parabenos.",24,Water,Sodium lauroyl Sarcosinate,Cocamidopropyl Betaine,Cocamide DEA,EDTA,Citric Acid,Glycerin,Sodium Hyaluronate,Fragance,Cinnamyl Alcohol,Citronellol,Coumarin,geraniol,Lilal,Alpha-Isomethyl Ionone,Benzyl Salicylate,Eugenol,Methylisothiazolinone,Methylchloroisothiazolinone,CI 15985,CI 19140,CI 42090,CI 17005,CI 15510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42277132,NIVEA Desmaquillante bifásico de ojos,125 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,"96% Botella reciclada,con agua purificada ,flor de Aciano",14,Aqua,Isododecane,Isopropyl palmitate,Dimethicone,helianthus annuus seed oil,Centaurea Cyanus flower extract,tocopherol,Sodium Chloride,Caprylyl/capryl glucoside,trisodium edta,Phenoxyethanol,Benzethonium Chloride,CI 61565,CI 60725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005808352630,NIVEA Crema Corporal Hidratación express,250 ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,Humectación profunda de rápida absorción 48 hs.,14,Aqua,Paraffinum liquidum,Glycerin,Cetearyl alcohol,Glyceryl Stearate SE,Isopropyl palmitate,Phenoxyethanol,Dimethicone,Carbomer,Sodium Hydroxide,Maris Sal,Linalool,Limonene,parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792640001174,Capilatis Spray puro rubio aclarante instantaneo,240 ml,Cuidado Personal;Cuidado del cabello;Colorante,Sin parabenos-sin alcohol,8,AQUA,HYDROGEN PEROXIDE,PROPYLENE GLYCOL,POLYSORBATE 20,CHAMOMILLA RECUTITA EXTRACT,DIAZOLIDINYL UREA,CI 19140,PHENACETIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7793008015949,Roby GEL fijador,180 gr,Cuidado Personal;Cuidado del cabello;Fijación,,15,Aqua,PVP,Propylene Glycol,Carbomer,Aminomethyl Propanol,DMDM Hydantoin,Fragrance,Phenoxyethanol,Sodium Laureth Sulfate,Methylparaben,Ethylparaben,Butylparaben,Propylparaben,Buthylphenyl Methylpropional,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7796045770031,Tortulan leche desmaquillante ojo y rostro,200 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,Oftalmologicamente testeado,27,Aqua,Caprylic/Capric Triglyceride,Glyceril,Glyceryl stearate SE,Cetyl alcohol,Glycerin,Propylene Glycol,Cyclomethicone,Dimethicone,Phenoxyethanol,Parfum,Lanolin,Tocopheryl Acetate,Methylparaben,EDTA,Hexyl Cinnamal,Carbomer,Propylparaben,Triethanolamine,Ethylparaben,Butylphenyl Methypropional,Linalool,Hydroxycitronellal,Hydroxyisohexyl 3-Ciclonhexene Carboxaldenhyde,Citronellol,Alpha-Isomethyl Ionone,Coumarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798111210663,Nic Frizz mine itor reparador antifrizz,200 ml,Cuidado Personal;Cuidado del cabello;Fijación,"No testeado en animales, apto vegano",24,water,glycerin,amodimethicone,tallow trimonium chloride,nonoxynol-10,polyquaternium-37,propylene glycol dicaprylate/ dicaprate,ppg-1 trideceth-6,phenoxyethanol,ethylhexylglycerin,fragrance,benzyl alcohol,benzyl salicylate,butylphenyl methylpropional,citronellol,geraniol,hexyl cinnamal,limonene,linalool,caprylic/ capric triglyceride,simmondsia chinensis seed oil,prunus amygdalus dulcis oil,disodium edta,cetrimonium chloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7506309840628,Pantene Anti-Frizz Crema para peinar,300 ml,"Cuidado Personal,Cuidado del Cabello;Crema para peinar",Sin adición de NaCl,27,Agua,Bis-Aminopropyl Dimethicone,Cetyl Alcohol,Stearamidopropyl Dimethylamine,Stearyl Alcohol,Parfum,Quaternium-18,Hydroxyethylcellulose,Phenoxyethanol,Benzyl Alcohol,Peg-2m,Cetearyl Alcohol,Methylparaben,Propylparaben,Oleyl Alcohol,Glyceryl Stearate,Polysorbate 60,Lysine Hcl,Citric Acid,Edta,Panthenol,Panthenyl Ethyl Ether,Hexyl Cinnamal,Hydroxycitronellal,Limonene,Ci 19140,Ci 17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791293037646,Lux flor de vainilla jabón con glicerina,125 g,Cuidado personal;Cuidado corporal;Jabones,Contiene ACEITES HIDRAFLORES,26,Sodium Stearate,Sodium Oleate,Sodium Palmitate,Sodium Linoleate,Sodium Laurate,Sodium Myristate,Aqua,Glycerin,Parfum,Sodium Chloride,Citric Acid,Tetrasodium Edta,Etidronic Acid,Ci 77492,Sericin,Rosa Gallica Flower Extract,Jasminum Officinale Flower Extract,Ci 12490,Prunus Amygdalus Dulcis Oil,Nelumbium Speciosum Flower Oil,Cymbopogon Martini Oil,Mentha Arvensis Leaf Oil,Amyl Cinnamal,Coumarin,Hexyl Cinnamal,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798135967109,Fidelité gel modelador fijación extrema,230 ml,Cuidado Personal;Cuidado del cabello;Fijación,Fijación Extrema,12,Aqua,Polyacrylate-2 crosspolymer,Triethanolamine,Parfum/Fragance,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,DMDM Hydantoin,Propylene Glycol,Glycerin,Tetrasodium EDTA,Linalool,Buthylphenyl Methylpropional,Citronellol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798135960148,Fidelité Shampoo cremoso coloración premium,1000 ml,Cuidado Personal;Cuidado del cabello;Shampoo,Uso profesional exclusivo,17,Aqua,SODIUM LAURETH SULFATE,Cocamide Dea,Sodium chloride,Glycol Stearate,Styrene/Acrylates Copolymer,Parfum/Fragance,DMDM Hydantoin,Citric Acid,POLYQUATERNIUM-7,TETRASODIUM EDTA,Amodime-Thicone/Silsesquioxane Copolymer,Linalool,butylphenyl methylpropional,Trideceth-5,Glycerin,Phenoxyethanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303757,La Roche-Posay Toleriane sensitive fluide,15 ml,Cuidado personal;Cuidado facial;Hidratantes,,10,Aqua,Caprylic/Capric Triglyceride,Glycerin,Propanediol,Pentylene glycol,Niacinamide,AMMONIUM POLYACRYLOYLDIMETHYL TAURATE,Caprylyl glycol,Citric Acid,Xanthan Gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7793008007135,Issue Professional Acondicionador,900 ml,Cuidado Personal;Cuidado del cabello;Acondicionador,,10,Aqua,Cetearyl Alcohol,Cetrimonium Chloride,Paraffinum Liquidum/Mineral Oil,Parfum/Fragrance,Methylparaben,Propylparaben,Citric Acid,Benzyl Salicylate,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779610,Issue Professional Shampoo Neutro,900 ml,Cuidado Personal;Cuidado del cabello;Shampoo,,11,Aqua,Sodium Laureth Sulfate,Sodium Chloride,Lauramine Oxide,Hydrolyzed Collagen,Parfum/Fragrance,Polyquaternium-7,Citric Acid,Disodium EDTA,Methylisothiazolinone,Methylchloroisothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779611,Issue Professional Shampoo Post Color,900 ml,Cuidado Personal;Cuidado del cabello;Shampoo,,13,Aqua,Sodium Laureth Sulfate,Sodium Chloride,Lauramine Oxide,Styrene/butadiene copolymer,Parfum/ Fragrance,Citric Acid,PEG-45 M,Disodium EDTA,Methylisothiazolinone,Methylchloroisothiazolinone,Benzyl Salicylate,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8412300813006,Nivea Men Bálsamo After Shave,100 ml,Cuidado personal;Cuidado facial;Hidratantes,,18,Aqua,Alcohol Denat,Glycerin,Distarch Phosphate,Ethylhexyl Cocoate,Parfum,Aloe barbadensis Leaf Juice Powder,Panthenol,Dimethicone,Triceteareth-4 Phosphate,Carbomer,Sodium Hydroxide,Limonene,Linalool,Citronellol,Coumarin,ALPHA-ISOMETHYL IONONE,Geraniol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779613,Issue Professional Shampoo Golden Blonde,900 ml,Cuidado Personal;Cuidado del cabello;Shampoo,,15,Aqua,Sodium Laureth Sulfate,Glycerin,Cocamidopropyl Betaine,Cocamide DEA,Sodium Chloride,Parfum,Polyquaternium-7,Citric Acid,HC Yellow No. 4,Methylchloroisothiazolinone,Methylisothiazolinone,Hexyl Cinnamal,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7509552917413,L'oreal Magic Retouch rubio claro corbertura temporal de canas,75 ml,"Cuidado del cabello, tintura","Aerosol,duración 1 shampoo",11,Isobutane,Butane,Propane,Ethyl trisiloxane,Titanium dioxide,CI 77491,CI 77492,CI 77499,trimethylsiloxysilicate,thriethoxycaprylylsilane,methyl trimethicone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77944640171222,Hinds Crema Corporal,250 ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,Fórmula Doble Vit A para piel seca,23,Aqua,Mineral Oil,Stearic Acid,Triethanolamine,Cetyl alcohol,Glycerin,Lanolin,Fragance,Phenoxyethanol,Methylparaben,Magnesium sulfate,Propylparaben,Isopropyl alcohol,Propylene Glycol,Retinyl palmitate,CI 16035,CI 19140,Coumarin,hydroxycitronellal,linalool,citronellol,alpha-isomethyl ionone,isoeugenol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7506339321777,Herbal Essences Daily detox hidratación Crema para peinar,300 ml,"Cuidado Personal,Cuidado del Cabello;Crema para peinar",0% parabenos y colorantes,27,Aqua,Dimethicone,Cetyl alcohol,Stearamidopropyl Dimethylamine,Stearyl Alcohol,Quaternium-18,Hydroxyethylcellulose,benzyl alcohol,sorbitan caprylate,peg-2m,parfum,cetearyl alcohol,oleyl alcohol,glyceryl stearate,citric acid,polysorbate 60,limonene,hexyl cinnamal,hydroxycitronellal,linalool,rosmarinus officinalis leaf extract,citronellol,mentha piperita oil,menthol,mentha arvensis leaf oil,benzyl salicylate,citral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798121272293,Botanika Shampoo Revitalizante Uso diario- aloe vera y té blanco,350 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Nutre y revitaliza con activo 100% naturales, cruelty free",13,Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Cocamide DEA,synthetic lanolin,peg-6000 distearate,sodium chloride,fragance,citric acid,aloe vera extract,white tea extract,dmdm hydantoin,disodium edta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798121272361,"Botanika Acondicionador Cabello normal a seco- Caléndula,palta e hibiscos",350 ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,"Nutre y revitaliza con activo 100% naturales, cruelty free",21,Water,Cetearyl alcohol,Cetrimonium Chloride,Hydrolyzed keratin,glycerin,behentrimonium methosulfate,cetyl lactate,stearyl alcohol,Celullose,calendula officinalis,flower extract,palta,fruit extract,hibiscus,disodium edta,methylchloroisothiazolinone,methylisothiazolinone,dmdm hydantoin,sodium benzoate,fragance,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798216220253,Veganis plant powered repairing Shampoo,400 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Not just a cosmetic, coconut, calendula, & organic olive extract",12,Water,Sodium Laureth Sulfate,glycerin,lauryl glucoside,cocamidopropyl betaine,fragance,Phenoxyethanol,caprylyl glycol,guar hydroxypropyltrimonium chloride,calendula officinalis flower extract,cocos nucifera oil,olea europaea fruit oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798216220246,Veganis nutri- boot sublime aconicionador,400 ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,cosmética sustentable,10,Water,cetearyl alcohol,Isopropyl palmitate,cetrimonium chloride,stearamidopropyl dimethylamine,phenoxyethanol,fragance,citric acid,persea gratissima oil,olea europaea fruit oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795513060254,Frenzzi Naturale Shampoo sin sulfatos,350 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"sin sal -nutri hidratante, antioxidante,sin colorantes, vegan product,libre de parabenos, no testeado en animales, sin t.a.c.c.,libre de siliconas,sin petrolatos",21,Water,Cocamidopropyl betaine,disodium cocoamphodiacetate,peg-150 distearate,peg-8 cocoate,cocamide dea,cetrimonium chloride,glycerin,dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,fragance,linalool,butylphenyl methylpropional,limonene,benzyl alcohol,polyquaternium-10,vaccinium myrtillus fruit extract,edta,polyquaternium-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798216220062,"Veganis leche ultra reafirmante para la piel coffee berry, nectarine & extracto orgánico de oliva",500 grs.,Cuidado Personal;Cuidado Corporal;Crema Corporal,"cosmética sustentable,cosmética vegana,no testeada en animales",39,Aqua,caprylic Triglyceride,glyceryl stearate se,cetyl alcohol,triethanolamine,stearic acid,carbomer,Methylchloroisothiazolinone,olea europaea fruit oil,parfum,caffeine,alpha isomethyl ionone,amyl cinnamal,amylcinnamyl alcohol,anisyl alcohol,benzyl alcohol,benzyl benzoate,benzyl cinnamate,benzyl salicylate,7791126,methyl propional,cinnamyl alcohol,citral,citronellol,coumarin,eugenol,farnesol,geraniol,hexyl cinnamaldehyde,hydroxycitron,ellal,isoeugenol,limonene,linalool,cinnamal,methyl 2 octynoate,hydroxy methylpentylcyclohexene carboxal,oak moss extract,treemoss extract,,,,,,,,,,,,,,,,,,,,,,
8906038786126,Sri Sri Máscara facial cúrcuma de la india,100 grs.,Cuidado personal;Cuidado facial;Hidratantes,"cutis claro,jóven y fresco. La esencia del ayurveda, libre de parabenos,no testeado en animales, 100%vegano,elaborado en india",17,Aqua,bentonite,solum fullonum,kaolin,glycerin,paraffinum liquidum,stearic acid,titanium dioxide,glyceril monostearate,triethanolamine,curcuma longa resin extract,allantoin,lactic acid,sodium lauryl sulphate,methylcholoroisothiazolinone,methylisothiazolinone,benzyl alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779624,Lidherma Fórmula limpieza,110 g,Cuidado personal;Cuidado Facial;Limpieza Facial,Remueve impurezas que se depositan en la piel,21,Aqua,Paraffinum Liquidum,Isopropyl Myristate,Propylene glycol,Glycerin Stearate SE,Polysorbate 80,Phenoxyethanol,Ethylhexylglycerin,Cetyl Alcohol,Fragrance,Benzyl Benzoate,Benzyl Salicylate,Geraniol,Hexyl Cinnamal,Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,d-Limonene,Linalool,Buthylphenyl Methylpropional,Triethanolamine,Carbomer,BHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779625,Great Lash Tejar Mascara para ojos,15.5 ml,Cuidado Personal;Cosméticos;Maquillaje,,20,Water,Beeswax,Ozokerite,Shellac,Glyceryl Stearate,Triethanolamine,Propylene Glycol,Stearic Acid,Sorbitan Sesquioleate,Methylparaben,Quaternium-15,Quaternium-22,Simethicone,Butylparaben,CI 77491,CI 77492,CI 77499,Titanium Dioxide,CI 77007,Mica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743318182896,Organic Shop Shampoo tropical Coconut & Shea,280 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Natural,Softness & revival, Ingredients from organic farming.made in europe",14,Aqua,Sodium coco Sulfate,Decyl glucoside,Cocamidopropyl Betaine,Sodium Chloride,Cocos Nucifera oil,Butyrospermum Parkii Butter,Camellia Sinensis leaf extract,coffea arabica seed extract,glycerin,potassium sorbate,citric acid,parfum,limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7794640610998,Hinds Crema Corporal hidratación extrema con extracto de almendras,250ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,,32,aqua,mineral oil,stearic acid,triethanolamine,ethyl alcohol,cetyl alcohol,cetyl acetate,acetylated lanolin alcohol,sorbitol,acetamide mea,lactamide mea,sweet almondoil,rice bran oil,lecithin,polyglyceryl 3 diisostearate,linalool,glycerin,glyceryl stearate,phenoxyethanol,fragrance,methylparaben,bht,ethylhexyl methoxycinnamate,disodium edta,propylparaben,menthol,aloe barbadensis leaf,retinyl palmitate,benzyl salicylate,citronellol,geraniol,limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005900130761,NIVEA MEN CREME,150ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,"Fórmula ligera
Rápida absorcion
Sin sensación grasosa ni pegajosa
Especialmente desarollada para el hombres
Multiproposito: para cara, manos y cuerpo",22,Aqua,Glycerin,Paraffinum Liquidum,Alcohol Denat.,Cetyl Alcohol,Glyceryl Stearate,Hydrogenated Coco-Glycerides,Stearyl Alcohol,Cera Microcristallina,Palmitic Acid,Stearic Acid,Dimethicone,Phenoxyethanol,Carbomer,Sodium Hydroxide,Methylparaben,Tocopheryl Acetate,Myristic Acid,Arachidic Acid,Oleic Acid,Geraniol,Parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897042016907,Skala Genetiqs Hidratante para el cabello,1000 grs,Cuidado Personal;Cuidado del cabello;Acondicionador,"Fuerza, brillo e hidratación, 100% vegano",15,Aqua,Cetearyl alcohol,Cetrimonium Chloride,Stearamidopropyl Dimethylamine,Shea Butter Cetyl Esters,parfum,Rhodiola Rosea root extract,caesalpinia spinosa gum,glycerin,panthenol,tocopheryl acetate,citric acid,disodium edta,methylchloroisothiazolinone,methyl isothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795513030308,Frenzzi NATURALE acondicionador cebolla y ginseng,350 ml,Cuidado Personal;Cuidado del cabello;Acondicionador,Revitalizante y fortalecedor,20,Water,Cetyl alcohol,Cetrimonium chloride,Coconut oil,Glycerin,Glyceryl stearate se,Dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,water,fragrance,Hexyl cinnamal,Limonene,Hydroxycitronellal,Alpha isomethyl ionone,Citronellol,Geraniol,Allium cepa bulb extract,Panax ginseng root extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795513060452,Frenzzi NATURALE crema corporal coco cebolla y ginseng,300 ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,Revitalizador estilizante,25,Water,Glycerin,Coconut oil,Cetearyl alcohol,Glyceryl stearate se,Cetyl alcohol,Propylene glycol,Dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,water,Ethylhexyl salicylate,Polyquaternium 10,Fragrance,Hexyl cinnamal,Limonene,Hydroxycitronellal,Alpha isomethyl ionone,Citronellol,Geraniol,Triethanolamine,Sweet almond oil,Allium cepa bulb extract,Panax ginseng root extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795513060261,Frenzzi NATURALE shampoo cebolla y ginseng,300 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Limpieza profunda revitalizante,30,Water,Sodium laureth sulfate,Cocamidopropyl betaine,Polyquaternium 7,Cocamide dea,Cetrimonium chloride,Glycerin,Propylene glycol,Peg 150 distearate y peg 8 cocoate,Dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,water,Polyquaternium 10,Fragrance,Hexyl cinnamal,Limonene,Hydroxycitronellal,Alpha isomethyl ionone,Citronellol,Geraniol,Panax ginseng root extract,Allium cepa bulb extract,Tetrasodium edta,CI 15985,CI 16255,CI 16185,CI 19140,CI 42090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897042004966,SKALA Jaborandi y camelia hidratante,1000 grs,Cuidado Personal;Cuidado del cabello;Acondicionador,Hidratante 100% vegano,16,Aqua,Cetearyl Alcohol,Cetrimonium Chloride,Stearamidopropyl Dimethylamine,Shea Butter Cetyl Esters,Parfum,Pilocarpus Microphyllus Leaf Extract,Camellia Sinensis Leaf Extract,Methylchloroisothiazolinone,Citric Acid,Panthenol,Tocopheryl Acetate,Citronellol,Hexyl Cinnamal,Linalool,Methylisothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795513060391,Frenzzi Gel finalizador de lino,350 ml,Cuidado Personal;Cuidado del Cabello;Crema para peinar,Producto natural,18,Water,Propylene glycol,Cetrimonium chloride,Hydroxyethylcellulose,Tea salicylate,Pvp,Benzophenone 4,Glycerin,Fragance,Butylphenyl methylpropional,Alpha isomethyl ionone,Limonene,Hydroxycitronellal,Citronellol,Linalool,Geraniol,Polyquaternium 7,Linum usitatissimum seed extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
