Codigo,Descripcion,presentacion,Rubro,Observaciones,Numero_Ingredientes,Ingredient 1,Ingredient 2,Ingredient 3,Ingredient 4,Ingredient 5,Ingredient 6,Ingredient 7,Ingredient 8,Ingredient 9,Ingredient 10,Ingredient 11,Ingredient 12,Ingredient 13,Ingredient 14,Ingredient 15,Ingredient 16,Ingredient 17,Ingredient 18,Ingredient 19,Ingredient 20,Ingredient 21,Ingredient 22,Ingredient 23,Ingredient 24,Ingredient 25,Ingredient 26,Ingredient 27,Ingredient 28,Ingredient 29,Ingredient 30,Ingredient 31,Ingredient 32,Ingredient 33,Ingredient 34,Ingredient 35,Ingredient 36,Ingredient 37,Ingredient 38,Ingredient 39,Ingredient 40,Ingredient 41,Ingredient 42,Ingredient 43,Ingredient 44,Ingredient 45,Ingredient 46,Ingredient 47,Ingredient 48,Ingredient 49,Ingredient 50,Ingredient 51,Ingredient 52,Ingredient 53,Ingredient 54,Ingredient 55,Ingredient 56,,,,,
7795513060179,Frenzzi Shampoo Aloe y Salvia,500 ml,Cuidado Personal;Cuidado del Cabello;Crema para peinar,Sin sulfatos,22,Water,Disodium Cocoamphodiacetate,Cocamidopropyl Betaine,Cocamide DEA,PEG 150 Distearate,Glycerin,Cetrimonium Chloride,Polyquaternium 7,Phenoxyethanol,Fragance,Polyquaternium 10,EDTA,Aloe Barbadensis Extract,Leaf Extract,Propyleneglycol,Butylphenyl Methylpropional,Hexyl Cinnamal,Amyl Cinnamal,Linalool,Benzyl Salicylate,PEG 8 Cocoate,Ethylhexylglycerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7501056346140,Dove Nourishing Body Care,200 ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,,22,AQUA,GLYCERIN,STEARIC ACID,GLYCERYL STEARATE,ISOPROPYL PALMITATE,CETYL ALCOHOL NENOYETHANOL,DIMETHICONE,PARFUM,POTASSIUM HYDROXIDE,PETROLATUM,MAGNESIUM ALUMINUM SILICATE,METAYLPARABEN,ACRYLATESIC10-30 ALKYL ACRYLATE CROSSPOLYMER,PROPYLPARABEN,TITANUM DIOXDE,DISODUM EDTA,HELIANTHUS ANNUUS SEED OIL,ALPHA-ISOMETHYL 1ONONE,BUTYLPHENYL METHYLPROPIONAL,CITRONELLOL,LIMONENE,LINALOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779629,Agua Calma Crema Facial de Hamamelis,50cc,Cuidado personal;Cuidado Facial;Antiacné,,14,Agua,Hamamelis virginiana extract,glycerin,Aloe barbadensis leaf extract,cetearyl alcohol,sucrose cocoate,phenoxyethanol,cetyl alcohol,melaleuca alternifolia oil,benzyl alcohol,titanium dioxide,zinc oxide,Pelargonium graveolens oil,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779630,Agua Calma Shampoo Sólido Lavanda,50gr,Cuidado Personal;Cuidado del Cabello;Shampoo,,9,sodium cocoyl isethionate,agua,COCOS NUCIFERA OIL,decyl-glucoside,coco-glucoside,glyceryl oleate,Lavandula Hybrida Grosso Oil,Aloe barbadensis leaf extract,CI 42051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7793742007897,Dermaglós facial crema hidratante de día con FPS 12,50 gr,Cuidado Personal;Cuidado Facial;Hidratantes,"Piel sensible, Hipoalergénica",25,Water,Ethylhexyl Methoxycinnamate,Cyclomethicone,C12-15 Alkyl Benzoate,Glyceryl Stearate SE,Propylene Glycol,Saccharide Isomerate,Cetyl Alcohol,Butyl Methoxydibenzoylmethane,Glycerin,Tocopheryl Acetate,Aluminum Starch Octenylsuccinate,Glyceryl Stearate,PEG-100 Stearate,Imidazolidinyl Urea,Xanthan Gum,Carbomer,Dimethicone,Disodium EDTA,Methylparaben,Triethanolamine,Tocopherol,Retinyl Palmitate,Propylparaben,Fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779632,Dermaglós Emulsión hidratante de día con FPS 20,70 gr,Cuidado Personal;Cuidado Facial;Hidratantes,"Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente,No comedogénica,Sin TACC",24,Water,Ethylhexyl Methoxycinnamate,C12-15 Alkyl Benzoate,Cyclomethicone,Saccharide Isomerate,Propylene Glycol,Butyl Methoxydibenzoylmethane Ethylhexyl Triazone,Tocopheryl Acetate,Glyceryl Stearate SE,Aluminum Starch Octenylsuccinate,Glycerin,Glyceryl Stearate,PEG-100 Stearate,Cetyl Alcohol,Imidazolidinyl Urea,Xanthan Gum,Disodium EDTA,Fragrance,Methylparaben,Dimethicone,Tocopherol,Retinyl Palmitate,Propylparaben,Potassium Hydroxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779633,Dermaglós Emulsión corporal regeneración intensiva,300 ml,"Cuidado Personal;Cuidado Corporal,Crema corporal","Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente,Sin TACC",25,Water,Mineral Oil,Glycerin,Propylene Glycol,Sorbitol,Glyceryl Stearate,PEG-100 Stearate,Dimethicone,Polysorbate 60,Bis-Diglyceryl Polyacyladipate-2,Cetyl Alcohol,Carbomer,Allantoin,Methylparaben,Retinyl Palmitate,Benzethonium Chloride,Sodium Citrate,Propylparaben,Sodium Hydroxide,Disodium EDTA,Tocopheryl Acetate,Citric Acid,BHT,Fragrance,BHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779634,dermaglós crema corporal hidratación profunda,200 gr,Cuidado Personal;Cuidado Corporal;Crema Corporal,"Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente,Sin TACC",23,Water,Glyceryl Stearate SE,Mineral Oil,Sorbitol,Glycerin,Propylene Glycol,Bis-Diglyceryl Polyacyladipate-2,Dimethicone,Tocopheryl Acetate,Polysorbate 60,Cetyl Alcohol,Allantoin,Carbomer,Cetyl Esters,Methylparaben,Benzalkonium Chloride,Tocopherol,Propylparaben,Retinyl Palmitate,Sodium Hydroxide,Citric Acid,Sodium Citrate,Disodium EDTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NREG635,Naturalis crema para peinar,,Cuidado Personal;Cuidado del cabello;Crema para peinar,Artesanal,6,Aceite de germen de trigo,Aceite de Ricino,Cera Lanette,ácido esteárico,Aceite esencial de lavanda,Vitamina E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779636,Kamikase Serum Tesoro,30 grs,Cuidado personal;Cuidado facial;Hidratantes,"Pack. de vidrio,producto vegano",24,AQUA ,ROSA CENTIFOLIA FLOWER WATER,GLYCERIN,SODIUM HYALURONATE,WATER,GLYCERIN,CAESALPINIA SPINOSA GUM,HYDROLYZED CAESALPINIA SPINOSA GUM,SODIUM ACRYLATES COPOLYMER,LECITHIN,HYDROXYPROPYL METHYLCELLULOSE,PHENYL SALICYLATE,CHLOROXYLENOL,PHENOXYETHANOL,FARNESOL,DIBROMOHEXAMIDINE ISETHIONATE,PEG 40 HYDROGENATED CASTOR OIL,ETHANOL,CHLORPHENESIN,POLYAMINOPROPYL BIGUANIDE,TOCOPHERYL ACETATE,SODIUM DNA EXTRACT,SALVIA OFFICINALIS OIL,linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779637,Kamikase Serum Cisne,30 ml,Cuidado personal;Cuidado facial;Hidratantes,"Pack. de vidrio,producto vegano",44,AQUA ,CAMELLIA SINENSIS,LEAF EXTRACT CETEARYL OLIVATE,SORBITAN OLIVATE,C14 22 ALCOHOL,ALKYL  GLUCOSIDE c 20,FRUIT OIL,CALENDULA OFFICINALIS FLOWER EXTRACT,GLYCERIN SIMMONDSIA,SIMNONDSIAN CHINENSIS SEED OIL,ROSMARINUS OFFICINALIS EXTRACT,PERSEA GRATISSIMA,PHENYL,SALICYLIC ACID,CHLOROXYLENOL,PHENOXYETHANOL,FARNESOL,DIBROMOHEXAMIDINE ISETHIONATE,PEG 40,HYDROGENATED CASTOR OIL,ETHANOL,CHLORPHENESIN,POLYAMINOPROPYL BIGUANIDE,ACRYLATES COPOLYMER,LECITHIN,LAVANDULA ANGUSTIFOLIA,SODIUM,TOCOPHERYL ACETATE CYMBOPOGON,CYMBOPOGON MARTINI OIL,CHAMOMILLA RECUTITA,FLOWER OIL,MELALEUCA ALTERNIFOLIA OIL,PELARGONIUM GRAVEOLENS OIL,Limonene,linalool,Geraniol,citronellol,citral,eugenol,coumarin,benzyl benzoate,cinnamyl alcohol,CETEARYL OLIVATE,c12,,,,,,,,,,,,,,,,,
779638,Kamikase Desodorante Natural con aloe vera,30 cc,Cuidado personal;Cuidado corporal;Desodorantes,"Pack. de vidrio,producto vegano",16,Water,Potassium Alum,Kaolin,Cetearyl Alcohol,Aloe Barbadensis Extract,Chamomilla Recutita Extract,Vitis Vinifera Seed Oil,Cetyl Alcohol,Glycerin,Butyrospermum Parkii Butter,Simmondsia Chinensis Seed Oil,Ethylhexylglycerin,Tilia Cordata Oil,Phenoxyethanol,Sodium Lauryl Sulfate,Sodium Cetearyl Sulfate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779639,Kamikase aceite labial galaxia,10 cc,Cuidado personal;Cuidado facial;labial,"Pack. de vidrio,producto vegano",11,Simmondsia chinensis oil,seed oil,Ricinus Communis Seed Oil,prunus amygdalus dulcis oil,Zingiber officinale Root Extract,mentha piperita oil,phenoxyethanol,tocopheryl acetate,limonene,citral,linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779640,Kamikase srub facial almendra,100 ml,Cuidado personal;Cuidado facial;Hidratantes,"Pack. de vidrio,producto vegano",11,Emulsion hidrosoluble,colaide,cascara de almendras trituradas,glicerina vegetal,te verde,hamamelis,esencias,rosa de mosqueta,bamboo,tea tree,euxyl pe9010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779641,Kamikase pulpa de limpieza,120 grs,Cuidado personal;Cuidado facial;limpieza facial,"Pack. de vidrio,producto vegano",27,AQUA,CETEARETH 20,GLYCERIN,PROPYLENE GLYCOL,ARCTIUM MAJUS ROOT EXTRACT,JUNIPERUS COMMUNIS FRUIT EXTRACT,GENTIANA LUTEA ROOT EXTRACT,citronellol,Thymus vulgaris (tomillo/thyme) extract,CITRUS MEDICA LIMONUM PEEL EXTRACT,POLYACRYLATE CROSSPOLYMER 6,CHAMOMILLA RECUTITA FLOWER EXTRACT,PHENYL SALICYLATE,CHLOROXYLENOL,PHENOXYETHANOL,FARNESOL,DIBROMOHEXAMIDINE ISETHIONATE,METHYLISOTHIAZOLINONE,PEG 40,HYDROGENATED CASTOR OIL,ETHANOL,CHLORPHENESIN,WATER,CYMBOPOGON CITRATUS,COCAMIDO PROPYL BETAINE,CETEARYL ALCOHOL,leaf extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779642,Kamikase Serum control facial,15 cc,Cuidado personal;Cuidado facial;Hidratantes,"Pack. de vidrio,producto vegano",7,Aceite de jojoba,Argania Spinosa Oil,Melaleuca alternifolia (Tea Tree) leaf oil,,aceites esenciales,,vitamina e,fenoxietanol,Ethylhexylglycerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780643,Eclipse de luna botox capilar,100 grs,Cuidado personal;Cuidado facial;Hidratantes,"Pack. de vidrio,producto vegano",6,Fitoqueratina,Colágeno,Elástina,Proteína Hidrolizada de Seda,Silicona Vegetal,Aceite de Zanahoria y Macadamia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780644,Guiv Agua Micelar,150 ml,Cuidado personal;Cuidado facial;limpieza facial,Testado dermatológicamente No contiene alcohol etílico Libre de parabenos Libre de sulfatos Libre de Siliconas No testeado en animalesI pH fisiológico Mineral oil free,10,WATER,GLYCERIN,POLYSORBATE 20,CUCUMIS SATIVUS EXTRACT,CHAMOMILLA RECUTITA EXTRACT,ALOE BARBADENSIS LEAF EXTRACT,PHENOXYETHANOL,CALCIUM DISODIUM EDTA,DISODIUM PHOSPHATE,SODIUM PHOSPHATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780945,Guiv serum x concentrado de 10 activos,15 ml,Cuidado personal;Cuidado facial;antiarrugas,"Poderoso concentrado de 10 activos que penetran las capas más profundas de la piel y la humectan. Gracias su textura ligera, se absorbe rápidamente.",14,WATER,GLYCERETH 26,PANTHENOL,PHENOXYETHANOL,SODIUM HYALURONATE,SODIUM PCA,LACTIC ACID,UREA,GLYCINE,NIACINAMIDE,DMDM HYDANTOIN,ALLANTOIN,ALANINE,SERINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781246,Guiv Contorno de ojos atenea,30 ml,Cuidado personal;Cuidado facial;antiarrugas,Gel crema hidratante especialmente enriquecida a base de extracto de Hamamelis y de Malva,28,WATER,CAPRIC TRIGLYCERIDE,GLYCERIN,HAMAMELIS VIRGINIANA EXTRACT,MALVA SYLVESTRIS EXTRACT,CALENDULA OFFICINALIS EXTRACT,CHAMOMILLA RECUTITA EXTRACT,ALOE BARBADENSIS LEAF EXTRACT,CAMELLIA SINENSIS LEAF EXTRACT,GLYCERYL STEARATE SE,PHENOXYETHANOL,CARBOMER,POLYSORBATE 20,CETEARYL ALCOHOL,CETEARETH 2O,PRUNUS AMYGDALUS DULCIS OIL,SIMMONDSIA CHINENSIS OIL,CALCIUM DISODIUM EDTA,PHOSPHOLIPIDS,XANTHAN GUM,BUTYROSPERMUM PARKII BUTTER,FRAGANCE,BISABOLOL,DMDM HYDANTOIN,IMIDAZOLIDINYL UREA,TOCOPHERYL ACETATE,BETA CAROTENE,METHYLSILANOL MANNURONATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781547,Guiv crema corporal cacao,300ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,Combate radicales libres gracias a la acción de los liposomas de vitamina E (Ecocert),31,AGUA,Glyceryl Stearate SE,ALCOHOL CETEARÍLICO,coco caprylate,caprylic,ACEITE DE COCO NUCIFERA,GLICERINA,CETEARETH 20,theobroma cacao extract,mangifera indica seed butter,sorbitan caprylate,ALOE BARBADENSIS,theobroma cacao seed butter,POLISORBATO 20,FOSFOLIPIDOS,BUTYROSPERMUM PARKII BUTTER,FRAGANCIA,CAPRYLYL GLYCOL,DISODIUM EDTA,CARBOMER,PROPANEDIOL,BENZOIC ACID,CARAMEL,BHT,RETINYL PALMITATE,ALCOHOL,benzoato de sodio,FOSFATO DE POTASIO,cocoa,soy lecithin,manteca de karité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781848,Guiv gel de limpieza vía láctea,75 ml,Cuidado personal;Cuidado facial;limpieza facial,"Testeado dermatológicamente ,No contiene alcohol etílico I Libre de parabenos I Libre de sulfatos I Libre de Siliconas I No testeado en animales I Mineral oil free",14,WATER,CAPRIC TRIGLYCERIDE,PROPANEDIOL,ROSA DAMASCENA FLOWER WATER EXTRACT,DECYL GLUCOSIDE,PHENOXYETHANOL,C10 30 ALKYL ACRYLATE CROSSPOLYMER,CALCIUM DISODIUM EDTA,GLYCERIN,HAMAMELlS VIRGINIANA EXTRACT,ALLANTOIN,FRAGANCE,PANTHENOL,SODIUM HYALURONATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779649,G&H Jabón liquido corporal vegano,220ml,Cuidado personal;Cuidado corporal;Jabones,,23,water,Cocamidopropyl betaine,Cocamide DEA,PEG-150 Distearate,Glycerin,Cocos Nucifera Oil / Coconut Oil,Polysorbate 20,Phenoxyethanol,PEG-40 Hydrogenated Castor Oil,Chlorphenesin,PHENYL SALICYLATE,Farnesol,Chloroxylenol,Dibromohexamidine Isethionate,polyaminopropyl biguanide,Bambusa Arundinacea Stem Extract,Fragrance,EDTA,Linalool,D-Limonene,Hexyl cinnamal,Benzyl Alcohol,Citral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600541594937,Todo en 1 Agua Micelar,400ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,9,AQUA / WATER,HEXYLENE GLYCOL,GLYCERIN,ALCOHOL DENAT,POLOXAMER 184,DISODIUM COCOAMPHODIACETATE,DISODIUM EDTA,BHT,Myrtrimonium Bromide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779651,Dermaglós Crema Suavizante para manos,50 gr,Cuidado Personal;Cuidado Corporal;Manos y Pies,,23,Water,Ethylhexyl Methoxycinnamate,Stearic Acid,Mineral Oil,Butyl Methoxydibenzoylmethane,Cyclomethicone,Cyclopentasiloxane,Dimethicone Crosspolymer,Dimethicone,Trimethylsiloxysilicate,Cetearyl Alcohol,Ceteareth-20,Glycerin,Ethylhexyl Triazone,Panthenol,Isopropyl Lanolate,Tocopheryl Acetate,Imidazolidinyl Urea,Triethanolamine,Methylparaben,Carbomer,Propylparaben,Fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779652,Dermaglós Crema nutritiva de noche seca,50 gr,Cuidado Personal;Cuidado Facial;Humectante,"Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente ,No comedogénica,Sin TACC",26,Water,Cyclomethicone,C12-15 Alkyl Benzoate,Glyceryl Stearate SE,Propylene Glycol,Saccharide Isomerate,Cetyl Alcohol,Butyrospermum Parkii (Shea Butter),Ethylhexyl Palmitate,Luffa Cylindrica Seed Oil,Glycerin,Aluminum Starch Octenyl-Succinate,Panthenol,PEG-100 Stearate,Glyceryl Stearate,Tocopheryl Acetate,Imidazolidinyl Urea,Xanthan Gum,Carbomer,Dimethicone,Disodium EDTA,Methylparaben,Fragrance,Retinyl Palmitate,Sodium Hydroxide,Propylparaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779653,Dermaglós Crema contorno de ojos,15 gr,Cuidado Personal;Cuidado Facial;Humectante,"Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente ,No comedogénica,Sin TACC",44,Water,Cyclopentasiloxane,Dimethicone Crosspolymer,Dimethicone/Vinyl Dimethicone Crosspolymer,Dimethiconol,Ethylhexyl Methoxycinnamate,Methylsilanol Mannuronate,Siloxanetriol Alginate,Caffeine,Butylene Glycol,Cyclomethicone,Hydroxyethyl Urea,Neopentyl Glycol Diheptanoate,Ethylhexyl Triazone,Propylene Glycol,Saccharide Isomerate,Butyl Methoxydibenzoylmethane,Caprylic/Capric Triglyceride,Glycerin,Glyceryl Stearate,PEG-100 Stearate,Methyl Methacrylate Crosspolymer,Potassium Cetyl Phosphate,Tocopheryl Acetate,Steareth-20,Hydroxysuccinimide,Chrysin,Palmitoyl Oligopeptide,Palmitoyl Tetrapeptide-3,Cetyl Alcohol,Squalane,Imidazolidinyl Urea,Xanthan Gum,Sodium Hyaluronate,Dimethicone,Disodium EDTA,Methylparaben,Bisabolol,Tocopherol,Potassium Hydroxide,Retinyl Palmitate,Carbomer,BHT,Propylparaben,,,,,,,,,,,,,,,,,
779654,Dermaglós desmaquillante Bifaz de ojos,100ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,"Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente ,No comedogénica,Sin TACC",19,Water,Isohexadecane,Dimethicone,Cyclomethicone,Hexylene Glycol,Lauryl methyl gluceth-10 hydroxypropyldimonium,Sodium Chloride,Dimethylsilanol Hyaluronate,Panthenol,Bisabolol,Allantoin,Phenoxyethanol,Disodium EDTA,Disodium Phosphate,Methylparaben,BHT,Butylparaben,Ethylparaben,Propylparaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779655,Dermaglós Gel de limpieza purificante,,Cuidado Personal;Cuidado Facial;Limpieza Facial,"Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente ,No comedogénica,Sin TACC,Sin parabenos",24,Water,Sodium Laureth Sulfate,Sodium Coceth Sulfate,PEG-40 Glyceryl Cocoate,Alcohol,PPG-2 Hydroxyethyl Cocamide,Glycerin,Hydroxypropyl methylcellulose,Menthyl Lactate,PEG-8,Caprylyl Glycol,Sodium Polyacrylate,Sebacic Acid,Phenoxyethanol,Allantoin,Disodium EDTA,Panthenol,Methylparaben,Citric Acid,Butylparaben,Ethylparaben,Fragrance,Propylparaben,BHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779656,Dermaglós Agua micelar,200ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,"Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente ,No comedogénica,Sin TACC",14,Water,Caprylhydroxamic Acid,1,2-Hexanediol,Butylene Glycol,PEG-40 Hydrogenated Castor Oil,Methyl Gluceth-20,Oleth-10,Oleth-20,Allantoin,Sodium Citrate,Fragrance,Disodium EDTA,Bisabolol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779647,Dermaglós Crema con color BB,50 gr,Cuidado Personal;Cuidado Facial;Humectante,"Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente ,No comedogénica,Sin TACC,Sin parabenos",30,Water,Mica,Titanium Dioxide,Ethylhexyl Methoxycinnamate,Hydroxyethyl Urea,Undecane,Tridecane,Propylene Glycol,Apricot Kernel Oil,Benzophenone-3,Butyl Methoxydibenzoylmethane,Nylon-12,Oyrza Sativa Bran Oil,Potassium Cetyl Phosphate,Iron Oxide,Isopropyl Titanium Triisostearate,Acrylates/Steareth-20 Methacrylate Copolymer,Cetearyl Alcohol,Phenoxyethanol,Tocopheryl Acetate,Iron Oxide,Xanthan Gum,PEG-2 Stearate,Allantoin,Fragrance,Iron Oxide,Triethoxycaprylylsilane,Disodium EDTA,Ethylhexylglycerin,Tocopherol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779658,Dermaglós Crema con color CC,50 gr,Cuidado Personal;Cuidado Facial;Humectante,"Hipoalergénica,Apto piel sensible,Testeada dermatológica y oftalmológicamente ,No comedogénica,Sin TACC",31,Water,Ethylhexyl Methoxycinnamate,Hydroxyethyl Urea,Mica,Titanium Dioxide,Isopropyl Titanium Triisostearate,Undecane,Tridecane,Propylene Glycol,Apricot Kernel Oil,Benzophenone-3,Butyl Methoxydibenzoylmethane,Iron Oxide,Nylon-12,Oyrza Sativa Bran Oil,Potassium Cetyl Phosphate,Cetearyl Alcohol,Acrylates/Steareth-20 Methacrylate Copolymer,Phenoxyethanol,Iron Oxide,Tocopheryl Acetate,Xanthan Gum,PEG-2 Stearate,Allantoin,Fragrance,Iron Oxide,Triethoxycaprylylsilane,Sodium Hyaluronate,Disodium EDTA,Ethylhexylglycerin,Tocopherol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779659,Al Bosque agua micelar bifásica manzanilla y jojoba,125 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,"libre de sulfatos y parabenos, certificado OIA",10,Buxus Chinensis Oil,Water,Sodium Cocoamphoacetate,Benzyl Alcohol,Benzoic Acid,Matriarca Chamomilla Oil,Geraniol,D-Limonene,Linalool,Citronellol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779660,Al Bosque crema de día Jojoba y aceite pecán,30 ml,Cuidado Personal;Cuidado Facial;Hidratantes,"libre de sulfatos y parabenos, certificado OIA",16,Water,Buxus Chinensis Oil,Carya Illinoensis Oil,Beeswax,Cetearyl alcohol,Sucrose Cocoate,Benzyl alcohol,Benzoic Acid,Lavandula Officinalis Leaf Oil,Pelargonium Graveolens Flower Oil,Citronelool,Geraniol,Citral,Farnesol,Linalool,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779661,Al bosque Crema facial de noche,30 ml,Cuidado Personal;Cuidado Facial;Hidratantes,"libre de sulfatos y parabenos, certificado OIA",17,Water,Carya Illinoensis Oil,Rosehip Seed Oil,Buxus Chinensis Oil,Beeswax,Cetearyl alcohol,Sucrose Cocoate,Benzyl alcohol,Benzoic Acid,Lavandula Officinalis Leaf Oil,Cymbopogon Martinii Oil,Linalool,Limonene,citral,farnesol,geraniol,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779662,Al bosque unguento antiviral,30 ml,Cuidado personal;Cuidado corporal,"libre de sulfatos y parabenos, certificado OIA",4,oleato de jojoba con jarilla,cera de abeja,tintura madre de caléndula,aceite esencial de tea tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779663,Al bosque Jabón del río de la plata,90 grs,Cuidado personal;Cuidado corporal;Jabones,"libre de sulfatos y parabenos, certificado OIA",10,Aceite de oliva virgen,aceite de coco,manteca de karité,vitamina e,hidróxido de sodio,agua destilada,sal,esencia de maderas,esencia de salvia,óxidos color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037664,La Roche-Posay Posthelios Gel fundente,200ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,,17,AQUA,GLYCERIN,ALCOHOL DENAT,DIPROPYLENE GLYCOL,PENTYLENE GLYCOL,BUTYLENE GLYCOL,ALOE BARBADENSIS LEAF JUICE,CARBOMER,CITRIC ACID,PEG-60 HYDROGENATED CASTOR OIL,PHENOXYETHANOL,POTASSIUM SORBATE,SODIUM BENZOATE,THERMUS THERMOPHILLUS FERMENT,TOCOPHEROL,TRIETHANOLAMINE,PARFUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779665,Frenzzi Naturale shampoo de arandanos,,Cuidado Personal;Cuidado del cabello;Shampoo,,32,Water,Sodium Lauryl Ether Sulphate,Cocamidopropyl Betaine,Polyquaternium 7,Cocamide DEA,Cetrimonium Chloride,Glycerin,Propylene Glycol,Phenoxyethanol,Ethylexylglycerin,Fragrance,Polyquaternium 10,EDTA,Vaccinium Myrtillus Fruit Extract,Prunus Dulcis,Propyleneglycol,Aqua,Isopropyl Miristate,Lecithin,Sucrose,Fenoxiethanol,Glycol Stearate,Sodium Laureth Sulfate,CI42090,CI19140,CI17200,CI16255,CI15850,CI14700,Benzyl Salicylate,Linalool,Butylphenyl Methylpropional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779666,Frenzzi Naturale Acondicionador de Almendras,350 ml,Cuidado Personal;Cuidado del cabello;Acondicionador,,25,Water,Cetyl Alcohol,Coconut Oil,Cetrimonium Chloride,Glyceryl Monostearate,Glycerin,Fragrance,Phenoxyethanol and Ethylexylglycerin,Prunus Dulcis,Propyleneglycol,Aqua,Isopropyl Miristate,Lecithin,Sucrose,Fenoxiethanol,Salvia Hispánica Seed Extract,CI42090,CI19140,CI17200,CI16255,CI15850,CI14700,Benzyl Salicylate,Butylphenyl Methylpropional,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
