codigo,descripcion,presentacion,rubro_id,observaciones,numero_ingredientes,x0,x1,x2,x3,x4
482,Love Beauty & Planet Shampoo Marine Algae & Eucalyptus,400ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Cero pruebas en animales. 100 % vegano. Fragancias de origen ético. Envases 100 % reciclables. Sin colorantes. Sin parabenos. Sin siliconas. Apto para cabello teñido. Orgánico. Fuentes sostenibles. Sin remordimientos.,21,,,,,
483,Love Beauty & Planet Shampoo óleo de argan & lavanda,400ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Não testado em animais. 100% vegano. Fragrâncias de fontes éticas. Embalagens 100% recicláveis. Sem corantes. Sem parabenos. Sem silicones. Adequado para cabelos tingidos. Orgânico. Origem sustentável. Sem culpa.,20,,,,,
84360100088880,Uvas Frescas Crema Antiedad Hidratante y Regeneradora,50ml,Cuidado Personal;Cuidado Facial;Anti-edad,,30,,,,,
7804945011038,Simond's Jabón Líquido Dermo Care Avena,360ml,Cuidado Personal;Cuidado Corporal;Jabones,"pH 5,5. Hipoalergénico.",20,,,,,
486,Burt's Bees Baby Daily Cream to Powder,113,Cuidado del Bebé;Para Antes o Después del Baño,,31,,,,,
73554931005,Manzatín-E,,Cuidado del Bebé;Para Antes o Después del Baño,,5,,,,,
488,Destin Creamy,,Cuidado del Bebé;Para Antes o Después del Baño,,20,,,,,
7702031036746,Johnson's Para Antes de Dormir Crema Hidratante,200ml,Cuidado del Bebé;Para Antes o Después del Baño,,18,,,,,
7804945062412,Familand Shampoo Aceite Coco Argan,750ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Sin colorantes. Sin parabenos. Protección diaria del medio ambiente. Cruelty Free.,22,,,,,
7804945062665,Familand Shampoo Arandano Uva BIO,750ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Sin Sal. Sin Colorantes. Sin Parabenos. Protección diaria del medio ambiente. Cruelty Free.,15,,,,,
7804945064430,Familand Crema Corporal Avena Coloidal,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Avena Orgánica 100% Natural. Sin Parabenos. Sin Colorantes. Hipoalergénico Dermatológicamente Testeado. Cruelty Free. PASSIFLORA QUADRANGULARIS FRUIT EXTRACT (COMPLEJO HIDRATANTE VEGETAL),19,,,,,
7804945061804,Familand Jabón Castaña,500ml,Cuidado Personal;Cuidado Corporal;Jabones,Extractos 100% naturales. Sin colorantes. Sin parabenos. Hipoalergénico dermatológicamente testeado producto biodegradable amigable con la naturaleza. Cruelty Free.,18,,,,,
7799021050967,Coony Foot Peeling Pack,-,Cuidado Personal;Cuidado Corporal;Manos y Pies,,30,,,,,
779495,GEL DE DUCHA HIDRATANTE ORGANIC SHOP,280ml,Cuidado Personal;Cuidado Corporal;Jabones,Algunos ingredientes (extractos) son orgánicos,14,,,,,
4744183012653,EXFOLIANTE CORPORAL ROSA Y SAL MARINA ORGANIC SHOP,250ml,Cuidado Personal;Cuidado Corporal;Exfoliante,"Producto no testeado en animales 0% Parabenos, PEG, Aceites Minerales",15,,,,,
4744183012608,EXFOLIANTE CORPORAL - CAFE DE BRASIL Y AZUCAR - ORGANIC SHOP,250ml,Cuidado Personal;Cuidado Corporal;Exfoliante,"No hipoalergénico, consultar con su dermatólogo antes de comprar.
Producto no testeado en animales
0% Parabenos, PEG, Aceites Minerales",11,,,,,
779498,GEL DE DUCHAS VITAMINAS NATURA SIBERICA,400ml,Cuidado Personal;Cuidado Corporal;Jabones,,32,,,,,
7898516730015,Shampoo Fortalecedor Aloe Vera LiveAloe,240ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Fórmula inovadora que contém 71% de ingredientes naturais, dentre eles o puro gel de Aloe vera (certificado como orgânico pelo IBD) associado ao óleo de Castanha do Brasil (Bertholletia excelsa) e extratos de Noni (Morinda citrifolia, certificado como natural pelo IBD) e Açafrão (Curcuma longa certificado como orgânico pelo IBD).
Gel puro de Aloe vera, extrato de Noni e Óleo de Castanha do Brasil
O Gel de Aloe hidrata o cabelo, nutre o couro cabeludo com vitaminas e aminoácidos.
A Curcuma longa possui ação antioxidante, sendo eficaz como protetor do fio. Além disso em sua formulação está presente o Óleo de Castanha do Brasil que age na cutícula capilar, selando-as, promovendo hidratação e brilho.
A Aloe vera, o Noni e o Açafrão são cultivados de forma orgânica, certificado de cultivo orgânico pelo IBD, no mesmo local onde são processados.
Livre de corantes sintéticos, liberadores de formol e parabenos.
Sem sal.
Embalagem biodegradável.
Não testado em animais.",18,,,,,
7897185008029,Shampoo Aloe Vera Yabae,500ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,21,,,,,
7898964692095,Shampoo Sólido 3x1 Praticidade Vegano Aloe Vera e Andiroba AhoAloe,100g,Cuidado Personal;Cuidado del Cabello;Shampoo,"Natural e de origem rastreada
Vegano
Não testado em animais
Livre de petrolatos
*Ingredientes orgânicos certificados IBD
**Ingredientes orgânicos certificados Ecocert.",12,,,,,
789502,Creme para Mãos Natural e Orgânico Maciez - AhoAloe,30ml,Cuidado Personal;Cuidado Corporal;Manos y Pies,"*Ingredientes Orgânicos Certificados IBD
**Ingredientes Orgânicos Certificados Ecocert",21,,,,,
789503,Shampoo Hidratante para Cabelos Cacheados e Crespos B.O.B,80g,Cuidado Personal;Cuidado del Cabello;Shampoo,,22,,,,,
789504,AhoAloe Néctar de Aloe Vera Orgânico (Extrato de Babosa) Multifuncional,250ml,Cuidado Personal;Cuidado Corporal;Hidratantes,"• Produto 100% Natural, Vegano e Orgânico certificado pelo IBD Orgânico
• Extrato de Babosa de produção própria da marca Ahoaloe
• Produto Sazonal e venda Exclusiva na Use Orgânico
Fórmula livre de: parabenos, sulfatos, formaldeídos, corantes artificiais, fragrância sintética, derivados de petróleo, substâncias geneticamente modificadas e substâncias irradiadas e produtos de origem animal. Não é testado em animais.",3,,,,,
789505,Multi Vegetal Loção Hidratante Corporal Natural,240ml,Cuidado Personal;Cuidado Corporal;Hidratantes,,23,,,,,
789506,CONDICIONADOR DE CÔCO MULTI VEGETAL,240ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,"Fórmula Livre de lauril sulfatos, parabenos, etanolaminas, corantes, fragrâncias artificiais, polímeros sintéticos, produtos derivados de petróleo ou de origem animal - PRODUTO NÃO TESTADO EM ANIMAIS",18,,,,,
789507,SHAMPOO DE CÔCO MULTI VEGETAL,240ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Fórmula Livre de lauril sulfatos, parabenos, etanolaminas, corantes, fragrâncias artificiais, polímeros sintéticos, produtos derivados de petróleo ou de origem animal - PRODUTO NÃO TESTADO EM ANIMAIS",18,,,,,
789508,LOÇÃO CORPORAL HIDRATANTE MULTI VEGETAL,240ml,Cuidado Personal;Cuidado Corporal;Hidratantes,"Fórmula Livre de carbômeros, lauril sulfatos, parabenos, etanolaminas, corantes, fragrâncias artificiais, polímeros sintéticos, produtos derivados de petróleo ou de origem animal - PRODUTO NÃO TESTADO EM ANIMAIS",23,,,,,
789509,Puro Gel Multifuncional Natural de Aloe Livealoe,60ml,Cuidado Personal;Cuidado Facial;Limpieza,"Produto 100% Natural e Vegano certificado pelo IBD
• Possui propriedades hidratantes, emolientes e cicatrizantes
• Estimula a produção de colágeno
• Pode ser usado na pele e nos cabelos",5,,,,,
789510,Hidratante Natural Deo Corporal Amêndoa e Lavanda Boni Natural,250ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,21,,,,,
789511,Shampoo REEQUILÍBRIO Ahoaloe,270ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Natural e de origem rastreada
Vegano
Não testado em animais
Livre de petrolatos
Livre de sulfatos
* Ingredientes orgânicos certificados IBD
** Ingredientes orgânicos certificados Ecocert
*** Matérias primas certificadas Natrue",15,,,,,
789512,Óleo facial THERAPY,30ml,Cuidado Personal;Cuidado Facial;Hidratantes,"*Ingredientes orgânicos certificados IBD
**Ingredientes orgânicos certificados Ecocert
***Matérias primas certificadas Natrue.",8,,,,,
7891010974336,Listerine Zero Enjuague bucal,500ml,Cuidado Personal;Cuidado Oral;Enjuague Bucal,,15,,,,,
789465079423,OFF Family,100ml,Cuidado Personal;Cuidado Corporal;Repelente de insectos,,17,,,,,
78911222,Vick VapoRub,12g,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,8,,,,,
789516,Pomada MINACORA,30G,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,9,,,,,
891010247409,Johnsons Nutri Spa Reparadora Amêndoas,80g,Cuidado Personal;Cuidado Corporal;Jabones,,18,,,,,
7793100111143,CREMA DENTAL COLGATE TOTAL 12 CLEAN MINT,150ml,Cuidado Personal;Cuidado Oral;Crema Dental,,20,,,,,
779519,Rexona Women Antitranspirante Roll On Cotton Dry,50ml,Cuidado Personal;Cuidado Corporal;Desodorantes,48hs de protección,22,,,,,
780520,Weleda Desodorante Granada Roll-on 24hrs,50ml,Cuidado Personal;Cuidado Corporal;Desodorantes,"Sin sales de aluminio. Sin conservantes, colorantes ni perfumes sintéticos. Libre de ingredientes de origen petroquímico. Apto para veganos
Testeado dermatológicamente y certificado natural
Sin antitranspirantes, incluidas las sales de aluminio. Sin conservantes, colorantes ni perfumes sintéticos y crueltyfree",22,,,,,
780521,Weleda Desodorante de Citrus,130ml,Cuidado Personal;Cuidado Corporal;Desodorantes,"Testeado dermatológicamente Unisex
Apto para veganos
Sin sales de aluminio. Sin conservantes, colorantes ni perfumes sintéticos y crueltyfree.",5,,,,,
780522,Weleda Desodorante de Rosa,130ml,Cuidado Personal;Cuidado Corporal;Desodorantes,"Testeado dermatológicamente Unisex
Apto para veganos
Sin sales de aluminio. Sin conservantes, colorantes ni perfumes sintéticos y crueltyfree.",5,,,,,
780523,Weleda Desodorante Citrus Roll-on 24hrs,50ml,Cuidado Personal;Cuidado Corporal;Desodorantes,"Sin sales de aluminio. Sin conservantes, colorantes ni perfumes sintéticos. Libre de ingredientes de origen petroquímico. Apto para veganos
Testeado dermatológicamente y certificado natural
Sin antitranspirantes, incluidas las sales de aluminio. Sin conservantes, colorantes ni perfumes sintéticos y crueltyfree",20,,,,,
780524,Dove Antitranspirante Original Barra,50ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,22,,,,,
780525,Dove Antitranspirante Original Barra Invisible Dry,50ml,Cuidado Personal;Cuidado Corporal;Desodorantes,*NO CONTIENE ALCOHOL ETÍLICO,22,,,,,
780526,Dove Antitranspirante Go Fresh Pepino y Té Verde Barra,50ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,19,,,,,
780527,Dove Antitranspirante Go Fresh Pomelo y Limón Aerosol,100g,Cuidado Personal;Cuidado Corporal;Desodorantes,,20,,,,,
780528,Dove Antitranspirante Dermo Aclarant Aerosol,100g,Cuidado Personal;Cuidado Corporal;Desodorantes,,12,,,,,
780529,Dove Antitranspirante Original Clinical,48G,Cuidado Personal;Cuidado Corporal;Desodorantes,,18,,,,,
842870442029,NIVEA ANTITRANSPIRANTE DEO MILK BEAUTY ELIXIR SENSITIVE ROLL ON,48G,Cuidado Personal;Cuidado Corporal;Desodorante de Mujer,,31,,,,,
822820870028,Nivea BLACK & WHITE INVISIBLE TOQUE DE SEDA,150ml,Cuidado Personal;Cuidado Corporal;Desodorante de Mujer,,18,,,,,
800680870025,Desodorante Nivea Intense Control,40ml,Cuidado Personal;Cuidado Corporal;Desodorante de Mujer,,14,,,,,
859110870030,Nivea ANTITRANSPIRANTE PROTECT & CARE BARRA,40ml,Cuidado Personal;Cuidado Corporal;Desodorante de Mujer,,22,,,,,
780534,SYS DESODORANTE NATURAL ALUMBRE STICK,120g,Cuidado Personal;Cuidado Corporal;Desodorantes,"Sin alcohol, sin alérgenos, sin perfume. No contiene clorhidrato de aluminio ni circonio de aluminio. No mancha la ropa. Producto natural de alumbre",1,,,,,
780535,Biofilia Desodorante Sólido,,Cuidado Personal;Cuidado Corporal;Desodorantes,,10,,,,,
780536,Biofilia Desodorante Natural Roll on,50ml,Cuidado Personal;Cuidado Corporal;Desodorantes,"Fórmula de 95 a 100% biodegradable, 100% de origen natural vegetal y libre de gluten. Biofilia está certificada como marca cruelty free y vegana.",18,,,,,
780537,SAPONARIA Desodorante Mineral Recargable,100ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,3,,,,,
780538,IRIS JABON REAL Desodorante Sólido,,Cuidado Personal;Cuidado Corporal;Desodorantes,Sin envase,2,,,,,
780539,ECOBAZAR LA BICICLETA Desodorante Natural Vegano,30g,Cuidado Personal;Cuidado Corporal;Desodorantes,,6,,,,,
7798216220048,"Veganis cosmética sustentable Leche super correctora para la piel Coco, caléndula & extracto orgánico de oliva",500g,Cuidado Personal;Cuidado Corporal;Lociones Corporales,"Vegana, cruelty-free, sin tacc, reciclable, sin parabenos, industria argentina",13,,,,,
7500435155854,Pantene Pro-V Bambú Nutre y Crece Shampoo,750ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,27,,,,,
7506192501019,Savile Aguacate Shampoo,750ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,31,,,,,
7506306205024,Sedal Recarga Natural Detox Anticontaminación Te Verde y Limón Shampoo,650ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Cruelty Free,27,,,,,
7509552849653,Garnier Fructis con Proteína de Fruta Oil Repair 3 Recarga Nutritiva Shampoo,650ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Proteína, Aceite de Aguacate, Coco y Argán. Sin Parabenos",36,,,,,
7506339320206,Herbal Essences Daily detox brillo Shampoo,700ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"0% SILICONES • PARABENOS
COLORANTES SHAMPOO HECHO
EN UNA FÁBRICA CON 0%
RESIDUOS AL RELLENO
SANITARIO.
PH BALANCEADO - SEGURO PARA EL PELO TEÑIDO",22,,,,,
7506306209770,Tresemmé Expert Rizos Shampoo,750ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Pack Grupo 7,27,,,,,
7506078947894,Elvive Reparación total 5 Shampoo,400ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,30,,,,,
52800673007,Aveeeno Oat Milk Blend Shampoo,354ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Libre de sintéticos, productos hipoalergénico, producto sustentable, probado por dermatólogos, libre de fragancias",23,,,,,
750549,Ahal MASCARILLA - EXFOLIANTE DE TEPEZCOHUITE,80ml,Cuidado Personal;Cuidado Facial;Exfoliante,"Libre de sintéticos, productos hipoalergénico, producto sustentable, probado por dermatólogos, libre de fragancias",21,,,,,
750550,Ahal AGUA TÓNICA CON TUNA Y CEMPASÚCHIL,100ml,Cuidado Personal;Cuidado Corporal;Limpieza,"Libre de sintéticos, productos hipoalergénico, producto sustentable, probado por dermatólogos, libre de fragancias",16,,,,,
750551,AHAL-SUERO HUMECTANTE FACIAL DE MARULA AFRICANO,33ml,Cuidado Personal;Cuidado Facial;Humectante,,9,,,,,
750552,XAMANIA TÓNICO FACIAL - ÁRBOL DE TÉ,120ml,Cuidado Personal;Cuidado Facial;Limpieza,,4,,,,,
750553,Xamania CREMA DIVINA - FACIAL HIDRATANTE,30ml,Cuidado Personal;Cuidado Facial;Humectante,,14,,,,,
750554,Koné Care ACEITE CORPORAL - ANTIESTRÍAS,110ml,Cuidado Personal;Cuidado Corporal;Hidratantes,,7,,,,,
7849450543,Shampoo Dove Nutritive Secrets Ritual de Reparación,400ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,27,,,,,
8414002079216,Natur Vital Happy Hair Champú Reforzante,300ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Sin Parabenos, sin Siliconas, sin Ftalatos, sin Colorantes, sin PEGs, vegan, cruelty-free",14,,,,,
7849450545,Champú Mustela suave con Aguacate Bio,500ml,Cuidado del Bebé;Para el Baño,Vegan,16,,,,,
7849450546,Naturaloe Shampoo Hidratación Y Brillo,350ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Sin SIliconas - Producto Vegano - Libre de gluten - No testeado en animales - Sin Sal - Libre de Parabenos,30,,,,,
7804945001152,Shampoo Simond's Adulto Clásico,400ml,Cuidado Personal;Cuidado del Cabello;Shampoo,pH neutro. Certificado.,12,,,,,
7804945012196,Shampoo Simond's Antioxidante Limpieza Profunda,410ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Sin siliconas ni colorantes. Sin sal. Certificado,14,,,,,
7804945012226,Shampoo Simond's Antioxidante Nutritivo,410ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Sin sal,22,,,,,
PETS840550,Champú Ecológico para perros Pure Paws Original Revitalizante Pure Light Botanics,250ml,Cuidado Mascotras;Perros Adultos:Shampoo,Ecológico,17,,,,,
PETS840551,Inodorina Champú Bio Perros Pelo Largo,250ml,Cuidado Mascotras;Perros Adultos:Shampoo,Ecológico,11,,,,,
552,Aname VIO crema facial diurna Orgánica,60ml,Cuidado Personal;Cuidado Facial;Hidratantes,Orgánico,12,,,,,
553,guiv Aura crema facial diurna,50ml,Cuidado Personal;Cuidado Facial;Hidratantes,"Testeado dermatológicamente , No contiene alcohol etílico , Libre de parabenos , Libre de sulfatos , No testeado en animales , Mineral oil free",32,,,,,
554,guiv Selene crema de noche,50ml,Cuidado Personal;Cuidado Facial;Hidratantes,"Testeado dermatológicamente , No contiene alcohol etílico , Libre de parabenos , Libre de sulfatos , No testeado en animales , Mineral oil free",27,,,,,
555,Skala Expert Argila Branca,1000g,Cuidado Personal;Cuidado Facial;Hidratantes,"Vegan, Cruelty Free",16,,,,,
556,Anakena Crema facial multiactiva,50 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,Activos de Origen natural,16,,,,,
7798120265555,CAVIAHUE Dermocosmética Termal Contorno de ojos,15g,,Agua termal,20,,,,,
7798120265524,CAVIAHUE Dermocosmética Termal Crema antiage DIA,50g,,Agua termal,31,,,,,
7798120265531,CAVIAHUE Dermocosmética Termal Crema antiage NOCHE,50g,,Agua termal,25,,,,,
42333418,Nivea Cuidado 5 en 1 Sensitive,100ml,Cuidado Personal;Cuidado Facial;Hidratantes,,14,,,,,
779561,Sedal Bomba Coco Acondicionador,340ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,12,,,,,
779562,Sedal Bomba Argán Acondicionador,340ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,17,,,,,
779563,Sedal Ceramidas Acondicionador,340ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,20,,,,,
779564,Sedal Carbón Activado + Peonias Acondicionador,340ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,20,,,,,
779565,Sedal Colágeno + Vitamina C Acondicionador,340ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,19,,,,,
779566,Sedal Ácido Hialurónico + Vitamina A Acondicionador,340ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,17,,,,,
779567,Sedal Bomba de Nutrición Acondicionador,340ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,16,,,,,
779568,Sedal Liso Perfecto Acondicionador,340ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,20,,,,,
779569,Sedal Restauración Instantánea,340ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,20,,,,,
780570,Pantene Micelar Purifica e Hidrata Acondicionador,400ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,"Sem Parabenos, Corantes, Sulfatos, Óleo Mineral, envase recliclable",17,,,,,
7750075021471,Kativa Argan Oil Shampoo,250ml,Cuidado Personal;Cuidado del Cabello;Shampoo,-,39,,,,,
77943460,Just Malva Loción Cremosa Herbal para piel delicada,125ml,Cuidado Personal;Cuidado Corporal;Humectante,-,56,Benzyl Benzoate,Citronellol,Hexyl cinnamal,Limonene,alpha-lsomethyl ionone
7791293027708,Jabon de Tocador Dove Original,90g,Cuidado Personal;Cuidado Corporal;Jabones,Aprobado por dermatólogos,25,,,,,
750043515924,Head & Shoulders Crece Fuerte,375ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,26,,,,,
7791293030654,Sedal Crema Balance Acondicionador,140ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,20,,,,,
779576,Sos Natural Shampoo Sólido,,Cuidado Personal;Cuidado del Cabello;Shampoo,,5,,,,,
779577,Desodorante en Crema 24hrs Natural Fro,100gr,Cuidado Personal;Cuidado Corporal;Desodorantes,,4,,,,,
779578,Crema Exfoliante Natural Fro,100ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,,10,,,,,
8480000467713,Cream Pure Urea 10% Deliplus,125ml,Cuidado Personal;Cuidado Corporal;Crema de Pies,,22,,,,,
8480000468338,Cream Hidratante Anti-sec Deliplus,125ml,Cuidado Personal;Cuidado Corporal;Crema de Pies,,31,,,,,
7891010882983,Neutrogena Hydro Boost Water gel hidratante,50g,Cuidado Personal;Cuidado Facial;Hidratantes,,18,,,,,
3337875588225,Vichy Aqualia thermal rich,50ml,Cuidado Personal;Cuidado Facial;Hidratantes,,24,,,,,
747930000020,La Mer The Moisturizing Cool Gel Cream,30ml,Cuidado Personal;Cuidado Facial;Hidratantes,,55,,,,,
789584,Eucerin crema facial hidratante aquaporin piel seca,50ml,Cuidado Personal;Cuidado Facial;Hidratantes,,24,,,,,
789585,L'Occitaine Crema ultra hidratante Aqua Réotier,50ml,Cuidado Personal;Cuidado Facial;Hidratantes,,32,,,,,
789586,Natura Tododia Crema Hidratante Corporal Hojas de Limon y Guanabana,400ml,Cuidado Personal;Cuidado Corporal;Hidratantes,Vegano,34,,,,,
7794640170102,Hinds Delicious Antitranspirant Sin Alcohol,60ml,Cuidado Personal;Cuidado Corporal;Desodorantes,"Usar sólo en áreas indicadas, No aplicar sobre piel irritada o lesionada. En caso de irritación o prurito en el área de aplicación, suspender su uso inmediatamente.",11,,,,,
779588,Agua Calma Desodorante Natural En Barra,30ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,9,,,,,
780589,Crema Caracol Propoleo Rosa Mosqueta Apícola del Alba,35ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,"Crema de Noche. Ideada para atenuar manchas y cicatrices, a base de Rosa Mosqueta, Caracol y Propóleo. Actúa con un peeling biológico, favoreciendo el recambio celular.
Libre de parabenos, parafina, perfumes sintéticos y colorantes.",20,,,,,
780590,Desodorante Intermedio Tea Tree,50ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,15,,,,,
780591,Shampoo Neutralizante Arroz Slow Natural,70gr,Cuidado Personal;Cuidado del Cabello;Shampoo,"70 grs que rinden cerca de 90 lavados, casi 3 meses.
Para cabello canoso o decolorado químicamente.
Acción fotoprotectora del color.
NO es de uso frecuente, se recomienda uso semana por medio.
100% biodegradable, no contamina las aguas y no posee microplásticos.
Libre de parabenos y siliconas minerales derivadas del petróleo.",20,,,,,
780592,Loción Corporal Frutilla Super Good,250ml,Cuidado Personal;Cuidado Corporal;Crema Corporal,,21,,,,,
7897042012732,Skala Expert Crema para peinar y crema hidratante 2 en 1,1000 gr,Cuidado Personal;Cuidado del Cabello;Crema para peinar,100% Vegano,15,,,,,
7897042013067,Skala Expert Gel líquido Vegano Day after,250 gr,Cuidado Personal;Cuidado del Cabello;Crema para peinar,"100% Vegano sin siliconas,vaselina y óleo mineral",19,,,,,
7897042010714,Skala Expert Crema para peinar y crema hidratante 18 elementos 2 en 1,1000 gr,Cuidado Personal;Cuidado del Cabello;Crema para peinar,100% Vegano,46,,,,,
7899846080764,Natura Shampoo Anticaspa Copaíba,300 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Envase recargable, óleo de Copaíba,piritionato de zinc",37,,,,,
7798044062391,Han Shampoo Ácido Hialurónico,500 cm3,Cuidado Personal;Cuidado del Cabello;Shampoo,"Ácido hialurónico para cabellos normales, débiles procesados,con proteínas de colágeno, libre de sulfatos y parabenos.",24,,,,,
42277132,NIVEA Desmaquillante bifásico de ojos,125 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,"96% Botella reciclada,con agua purificada ,flor de Aciano",14,,,,,
