codigo,descripcion,presentacion,rubro_id,observaciones,numero_ingredientes,x0,x1,x2,x3,x4
104,Cetaphil Espuma de limpieza suave,236 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,14,,,,,
105,Cetaphil exfoliante ultra suave,178 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,20,,,,,
3499320005272,Cetaphil loción limpiadora rostro y cuerpo,473 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,8,,,,,
107,Cetaphil toallitas de limpieza facial,25 unidades,Cuidado Personal;Cuidado Facial;Limpieza Facial,,13,,,,,
8430351066011,Cetaphil limpiador liquido de rostro para piel grasa,237 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,Contiene microplásticos,23,,,,,
109,Cetaphil barra dermolimpiadora,127 gr,Cuidado Personal;Cuidado Facial;Limpieza Facial,,26,,,,,
110,Cetaphil AD control hidratante corporal,295 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,28,,,,,
8710447437285,DOVE Secretos Hidratantes Ritual Restaurador Loción Corporal Spray,190ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Contiene microplásticos,28,,,,,
80466437,DOVE Desodorante Antitranspirante Stick Original,40ml,Cuidado Personal;Cuidado Corporal;Desodorantes,Contiene microplásticos,26,,,,,
8712561594424,DOVE Gel de Ducha Hidratación Profunda (750 ml),750ml,Cuidado Personal;Cuidado Corporal;Jabones,,29,,,,,
8712561838788,DOVE Gel de Ducha Hidratación Profunda (600 ml),600ml,Cuidado Personal;Cuidado Corporal;Jabones,,29,,,,,
8717163997345,DOVE Desodorante Original sin alcohol anti-transpirante 48h spray,250ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,25,,,,,
8717163004869,DOVE Desodorante Go Fresh sin alcohol anti-transpirante 48h spray,250ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,20,,,,,
8000700000005,DOVE Pastilla de jabón original hidratante,100gr,Cuidado Personal;Cuidado Corporal;Jabones,,15,,,,,
3600542024242,Fructis Fuerza & Brillo Champú Fuerza y Brillo Fortificante,360ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,33,,,,,
3600542256742,Fructis Pure Fresh Agua de Coco Acondicionador Pure Fresh Agua de Coco,250ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,34,,,,,
3600542210966,Original Remedies Leche de Almendra Mascarilla Leche de Almendra Nutritiva,300ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,26,,,,,
3600542215282,Garnier Garnier BioAgua Micelar con Agua de Flor de Aciano y Cebada Ecológicas,400ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,19,,,,,
3600541361249,Garnier Skin Active Essencials Desmaquillante de Ojos 2 en 1,125ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,16,,,,,
4015600948016,Pantene Champú Repara y Protege (360 ml),360ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,26,,,,,
4084500290532,Pantene Champú Cuidado Clásico (360 ml),360ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,25,,,,,
4084500357198,Pantene Champú Cuidado Clásico (700 ml),700ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,25,,,,,
4084500357112,Pantene Champú Repara y Protege (700 ml),700ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,26,,,,,
4084500290600,Pantene Champú Suave y Liso (360 ml),360ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,26,,,,,
4084500357143,Pantene Champú Suave y Liso (700 ml),700ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,26,,,,,
8001841680620,Pantene Miracle Shampoo Suave y Liso,270ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,34,,,,,
8710447267134,Tresemme CHAMPÚ BOTANIQUE REPARACIÓN INTENSIVA,700ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,30,,,,,
8710447298930,Tresemme CHAMPÚ HIDRATACIÓN INTENSA,900ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,23,,,,,
8710447170908,Tresemme CHAMPÚ CUIDADO CLÁSICO,500ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,23,,,,,
4001638501484,Weleda Skin Food Light,30ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,22,,,,,
4001638098946,Weleda Jabón vegetal sólido de Caléndula,100ml,Cuidado Personal;Cuidado Corporal;Jabones,,17,,,,,
3283950911184,Cattier Leche Hidratante Nutritiva,500ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,18,,,,,
3283950911153,Cattier Leche Hidratante Nutritiva,500ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,24,,,,,
4025089075127,SANTEG el de ducha Bio de piña y limón,950ml,Cuidado Personal;Cuidado Corporal;Jabones,,21,,,,,
4025089075233,Sante Champú tratante Bio de naranja y coco,950ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,18,,,,,
4743318168012,Oma Gertrude Champú Reparador Cabellos Secos y Dañados,500ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"No parabenos, Fragancias sinteticas y GMO",18,,,,,
4743318168050,Oma Gertrude Mascarilla capilar reparación y nutrición cabellos secos y dañados,300ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,18,,,,,
4743318168005,Oma Gertrude Champú Uso Diario,500ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,18,,,,,
4743318183091,Oma Gertrude Gel ducha nutritivo todo tipo de pieles,500ml,Cuidado Personal;Cuidado Corporal;Jabones,"No parabenos, Fragancias sinteticas y GMO",14,,,,,
4743318183060,Oma Gertrude Gel ducha relajante todo tipo de pieles,500ml,Cuidado Personal;Cuidado Corporal;Jabones,"No parabenos, Fragancias sinteticas y GMO",15,,,,,
4001638088268,Weleda Gel de ducha en crema Rosa Mosqueta,200ml,Cuidado Personal;Cuidado Corporal;Jabones,"No parabenos, Fragancias sinteticas y GMO",18,,,,,
4001638088275,Weleda Gel de ducha en Crema de Citrus,200ml,Cuidado Personal;Cuidado Corporal;Jabones,,14,,,,,
3283950917308,Cattier Manteca Karité Bio,100grr,Cuidado Personal;Cuidado Corporal;Cremas Corporales,100% del total de los ingredientes son de origen natural 100% de los ingredientes provienen de la agricultura ecológica,1,,,,,
3596206332825,Weleda Crema Rostro y Cuerpo de Caléndula,75ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,16,,,,,
4017645042247,Logodent Dentífrico Menta Bio Daily Care Logona,75ml,Cuidado Personal;Cuidado Oral;Crema Dental,"Sin silconas, parabenos, ni sulfatos Sin colorantes, conservantes sintéticos ni perfumes Sin aceites minerales Sin Gluten Con fragancias naturales Con extractos de producción propia e ingredientes de eficacia probada Dermatológicamente testado",15,,,,,
4037067280102,Neobio Dentifrico romero y hamamelis sin fluor,75ml,Cuidado Personal;Cuidado Oral;Crema Dental,Certificación Bio,18,,,,,
4017645042346,Logodent Gel Dentífrico Fresas Niños,50ml,Cuidado Personal;Cuidado Oral;Niños;Crema Dental,,14,,,,,
8414002084838,Corpore Sano Desodorante roll-on árbol de té,75ml,Cuidado Personal;Cuidado Corporal;Desodorante de Hombre,,16,,,,,
5765228837610,Urtekram Desodorante Roll-On Rosas,50ml,Cuidado Personal;Cuidado Corporal;Desodorante de Hombre,"Certificados: EcoCert, Cruelty free international (CCIC y BUAV), Vegan",10,,,,,
4001638097079,Weleda Desodorante de Citrus,100ml,Cuidado Personal;Cuidado Corporal;Desodorante de Hombre,,8,,,,,
5765228837467,Uterkram Champú de Árbol de Té,500ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Aloe barbadensis leaf extract, Melaleuca alternifolia oil & Lavendula angustifolia oil: from Magnolia officinalis bark extract De agricultura biológica; glycerine: Hecho usando ingredientes biológicos (14% del total de ingredientes proceden de la agricultura biológica 45% del total)",18,,,,,
8411135350038,Lactovit Nutritivo Piel Normal Seca,900ml,Cuidado Personal;Cuidado Corporal;Jabones,,31,,,,,
7891037000322,Seda Creme de Pentear Cachos Definidos 300ml,300ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,23,,,,,
7891150037434,Shampoo Seda Crescimento Saudável 325ml,325ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,26,,,,,
7891150037502,Seda Shampoo Liso Extremo,325ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,26,,,,,
7891150049888,Close Up Creme Dental Triple Hortelã 70g,70ml,Cuidado Personal;Cuidado Oral;Crema Dental,Ingrediente ativo: contém monofluorfosfato de sódio (1450 ppm íon flúor),14,,,,,
7891150025929,Shampoo Baby Dove Hidratação Enriquecida,200ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,21,,,,,
7891150035928,Baby Dove Shampoo Refil Hidratação Enriquecida,180ml,Cuidado del Bebé;Para el Baño,,21,,,,,
7501056348922,Dove Loção Desodorante Hidratante Corporal Dove Nutrição Essencial 200ml,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,32,,,,,
7891150028425,Vasenol Loção Desodorante Hidratante Nutrição do Cacau 200ml,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,28,,,,,
7500435128926,Pantene MICELAR PURIFICA E HIDRATA SHAMPOO,400ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,20,,,,,
4001638093668,WELEDA SABONETE LIQUIDO CORPORAL,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Limoneno & Linalol from natural essential oils,18,,,,,
4005900527073,Nivea SABONETE NIVEA TOQUE DE BAUNILHA 85G,85gr,Cuidado Personal;Cuidado Corporal;Jabones,,15,,,,,
7891177816852,Desodorante Nivea Spray Fresh Natural,90ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,10,,,,,
7899026464919,SHAMPOO ELSEVE ARGININA RESIST X3 CABELOS FRAGILIZADOS OU COM QUEDA 200ML,200ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,22,,,,,
7891010047184,CONDICIONADOR JOHNSONS BABY CABELOS CACHEADOS CONTROLE DE VOLUME 200ML,200ml,Cuidado del Bebé;Para el Baño,,16,,,,,
7891010030476,CONDICIONADOR JOHNSONS BABY CAMOMILA CABELOS CLAROS,200ml,Cuidado del Bebé;Para el Baño,,10,,,,,
4005808890590,Nivea Soft Cream,98gr,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,27,,,,,
7896279102636,TALCO MURIEL BABY MENINA 75G,75gr,Cuidado del Bebé;Para Antes o Después del Baño,,12,,,,,
7791293035901,TALCO REXONA EFFICIENT ANTIBACTERIAL PARA PES 100G,100 gr,Cuidado Personal;Cuidado Corporal;Manos y Pies,,10,,,,,
7891024035047,SABONETE PROTEX LIMPEZA PROFUNDA ORIGINAL,85 gr,Cuidado Personal;Cuidado Corporal;Jabones,,17,,,,,
7891150025998,SABONETE DOVE BABY HIDRATAÇAO SENSIVEL 75G,75gr,Cuidado Personal;Cuidado Corporal;Jabones,,17,,,,,
7896512900166,SABONETE GRANADO ANTISSEPTICO 80G,80 gr,Cuidado Personal;Cuidado Corporal;Jabones,,26,,,,,
7500435129947,DESODORANTE GILLETTE STICK CLEAR GEL COOL WAVE 45G,50 gr,Cuidado Personal;Cuidado Corporal;Desodorantes,Active Ingredient: Aluminum Zirconium Octachlorohydrex Gly 16%,9,,,,,
7791293032436,DESODORANTE REXONA AE POWDER WOMEN 150ML,150ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,9,,,,,
3337872412141,DESODORANTE LA ROCHE AE PELES SENSIVEIS 150ML,150ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,11,,,,,
7891010887742,NEUTROGENA HYDRO BOOST WATER GEL FPS25 HIDRATANTE FACIAL 55G,55 gr,Cuidado Personal;Cuidado Facial;Hidratantes,,26,,,,,
7899706149211,EFFACLAR CONCENTRADO SABONETE EM BARRA ANTIOLEOSIDADE LA ROCHE 70G,70 gr,Cuidado Personal;Cuidado Corporal;Jabones,,17,,,,,
7897930762053,CETAPHIL CREME HIDRATANTE BODY PELE EXTREMAMENTE SECA E SENSIVEL 453G,553 gr,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,21,,,,,
3433422408586,LIPIKAR SURGRAS SABONETE LIQUIDO CONCENTRADO ANTIRRESSECAMENTO LA ROCHE 400ML PUMP,400ml,Cuidado Personal;Cuidado Corporal;Jabones,,21,,,,,
3337872413728,CREME ANTI-IDADE HYALU B5 REPAIR,40ml,Cuidado Personal;Cuidado Facial;Antiarrugas,,28,,,,,
7899706157117,SHAMPOO ANTICASPA KERIUM - 200ML,200ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,24,,,,,
2020,The Body Shop Creme Firmador Facial Roots Of Strength,50ml,Cuidado Personal;Cuidado Facial;Hidratantes,100% Vegano. Contiene microplásticos,40,,,,,
2021,The Body Shop Creme para as mãos Flores de Lolita,30ml,Cuidado Personal;Cuidado Corporal;Manos y Pies,,16,,,,,
2022,Condicionador De Morango,250ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,17,,,,,
2023,Pantene TRATAMENTO CAPILAR MICRO-BLINDAGEM,200ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,17,,,,,
7898587762878,Garnier Creme de Pentear Fructtis óleo Blindagem,250ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,17,,,,,
7891150059696,Love Beauty & Planet óleo de argan & lavanda shampoo,300ml,Cuidado Personal;Cuidado del Cabello;Shampoo,O shampoo Smooth & Serene tem tudo que você sempre quis: SIM Vegano SIM Não testado em animais SIM 94% são derivados de produtos naturais SEM Parabenos SEM Silicones SEM Corantes SIM Frascos feitos de plástico 100% reciclado SIM Embalagens 100% recicláveis Leia mais sobre os nossos ingredientes,20,,,,,
55086002394,Love Beauty & Planet manteiga de murumuru & rosa desodorante stick,835gr,Cuidado Personal;Cuidado Corporal;Desodorantes,O desodorante stick Pampering tem tudo que você sempre quis: SIM Vegano SIM Não testado em animais SIM 24hs de proteção contra odor SIM 96% dos ingredientes são derivados de produtos naturais SEM Alumínio SEM Álcool SEM Parabenos SIM Frascos feitos com 43% de plástico reciclado SIM Embalagens 100% recicláveis Leia mais sobre nossos ingredientes,23,,,,,
7891150065024,"Desodorante Creme Love, Beauty And Planet Manteiga de Murumuru & Rosa",50grr,Cuidado Personal;Cuidado Corporal;Desodorantes,O desodorante creme Pampering tem tudo que você sempre quis: SIM Vegano SIM Não testado em animais SIM 24hs de proteção contra odor SIM 96% dos ingredientes são derivados de produtos naturais SEM Alumínio SEM Álcool SEM Parabenos SIM Frascos feitos com plástico 100% reciclado SIM Embalagens 100% recicláveis Leia mais sobre nossos ingredientes,22,,,,,
7891150062160,"Sabonete Líquido Love, Beauty And Planet Óleo de Argan & Lavanda",300ml,Cuidado Personal;Cuidado Corporal;Jabones,"SIM Vegano SIM Não testado em animais SEM Sulfatos SEM Parabenos SEM Corantes SIM Frascos feitos de plástico 100% reciclado SIM Frascos 100% recicláveis Leia mais sobre os nossos ingredientes Sem adição de Sulfatos, parabenos e corantes",20,,,,,
8470003173704,ISDIN Lozione Doposole,400ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,25,,,,,
8029182005025,BIOEARTH LOOM CREME RICHE CREMA ALLA BAVA DI LUMACA 78%,50ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Da agricoltura biologica,20,,,,,
3700527702261,IOMA Gel Riparatore Giorno e Notte 7 x 1 ml Monodose,Monodose,Cuidado Personal;Cuidado Facial;Hidratantes,,23,,,,,
8716716089704,Rituals Samurai Cool Hair Shampoo Rinfrescante Per Uso Quotidiano,70ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,23,,,,,
3661434007422,Uriage DS Hair Shampoo Cheratoriduttore,150ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,34,,,,,
3661434007415,Uriage DS Hair Shampoo Antiforfora,200ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,30,,,,,
3001,Klorane Shampoo all’Ortica,200ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,22,,,,,
3264680014871,Nuxe Aquabella Beauty-Revealing Essence Lozione-Essenza Rivelatrice di Bellezza,,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,21,,,,,
5060033779064,Ren Evercalm Latte Detergente Delicato,150ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,30,,,,,
20714918477,Clinique Even Better Refresh Fondotinta e correttore CN 74 Beige,30ml,Cuidado Personal;Cosmeticos;Maquillaje,Contiene microplásticos,56,IRON OXIDES (CI 77499),TITANIUM DIOXIDE (CI 77891),,,
3614272132931,Biotherm Skin Oxygen SPF 15 Crema Corpo,50ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,40,,,,,
3614272079687,Biotherm Bath Therapy Invigorating Blend Crema corpo rinvigorente,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,31,,,,,
3614272079632,Biotherm Bath Therapy Invigorating Blend Body Smoothing Scrub,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,25,,,,,
8429420128644,ISDIN MICELLAR SOLUTION,400ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,8,,,,,
3367729023930,Biotherm Eau Vitaminée latte idratante tonificante corpo,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,28,,,,,
3614272079533,Biotherm Bath Therapy Relaxing Blend Body Hydrating Cream Infused,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,30,,,,,
3614271636812,Biotherm Corpo - Skin Fitness Instant Smoothing&Moisturizing Body Treatment,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,40,,,,,
3614271219404,Biotherm - Super bust tense-in-serum - crema seno rassodante,50ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Contiene microplásticos,16,,,,,
3614271250223,Biotherm Aqua-gelee gel corpo,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,19,,,,,
8470003341936,URADIN LOTION10 BODY LOTION,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,31,,,,,
7793008009290,919 Crema colorante protectora (Crema colorante protectora/ crema reveladora/tratamiento pre-color con aloe vera/ tratamiento post-color con aloe vera),,,Aloe Vera,18,,,,,
252,919 Crema reveladora,,,,9,,,,,
253,919 Tratamiento pre-color con aloe vera,,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,23,,,,,
254,919 Tratamiento post-color con aloe vera,,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,13,,,,,
255,The Chemist Look BOOSTER VIT-B3/Zn-Boosters Plus,15ml,Cuidado Personal;Cuidado Facial;Hidratantes,"Clínica y dermatológicamente testeado Cruelty-free Fórmula sin parabenos, fragancia ni alcohol Sin TACC",15,,,,,
256,The Chemist Look CREMA PARA MANOS,120ml,Cuidado Personal;Cuidado Corporal;Manos y Pies,"Clínica y dermatológicamente testeado Cruelty-free Fórmula sin parabenos, fragancia ni alcohol Sin TACC",17,,,,,
257,The Chemist Look BOOSTER DETOIL,15ml,Cuidado Personal;Cuidado Facial;Hidratantes,Eco-certificado de cultivo orgánico,11,,,,,
258,The Chemist Look BOOSTER VIT-C/FE ANTI-STRESS,15ml,Cuidado Personal;Cuidado Facial;Hidratantes,"Clínica y dermatológicamente testeado Cruelty-free Fórmula sin parabenos, fragancia ni alcohol Sin TACC",22,,,,,
259,The Chemist Look TÓNICO EXFOLIANTE MA DIARIO,60ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,"Clínica y dermatológicamente testeado Cruelty-free Fórmula sin parabenos, fragancia ni alcohol Sin TACC",13,,,,,
12388000022,Jabón Lirio Neutro 150,150gr,Cuidado Personal;Cuidado Corporal;Jabones,,5,,,,,
12388002842,Jabón en Barra Lirio Bath & Spa Aguacate y Aceite de Olivo,4x150gr,Cuidado Personal;Cuidado Corporal;Jabones,,10,,,,,
12388002958,Jabón Lirio Coco Antibacterial,150gr,Cuidado Personal;Cuidado Corporal;Jabones,,6,,,,,
7899706152860,Kerium Ds Shampoo Anticaspa Intensivo La Roche-posay,125,Cuidado Personal;Cuidado del Cabello;Shampoo,,24,,,,,
3337875598750,CeraVe Loción Hidratante,1000,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,25,,,,,
3337875597227,CeraVe Loción Hidratante,340,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,24,,,,,
7896014157525,Vichy Dercos Energizante Aminexil,200,Cuidado Personal;Cuidado del Cabello;Shampoo,,21,,,,,
7899706149037,Dercos Sensi Care Vichy Creme De Limpeza Com,400,Cuidado Personal;Cuidado del Cabello;Shampoo,,21,,,,,
7897930762060,Cetaphil - Loção Hidratante P Pele Normal A Seca,473,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,17,,,,,
7896290401855,Doctar Shampoo,140,Cuidado Personal;Cuidado del Cabello;Shampoo,,7,,,,,
7896422506564,Ureadin 20% Creme,50,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,22,,,,,
3337872413155,La Roche Posay Effaclar Anti-idade,30,Cuidado Personal;Cuidado Facial;Antiarrugas,,17,,,,,
7896658026980,Profuse Densifiant Fondant Olhos,15,Cuidado Personal;Cuidado Facial;Hidratantes,,35,,,,,
3337872413704,Redermic Hyalu C Tubo,40,Cuidado Personal;Cuidado Facial;Antiarrugas,,25,,,,,
3337875594516,Vichy Mineral 89 Serum,30,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,12,,,,,
3337875583589,CREME ANTI-IDADE HYALU B5 REPAIR,40,Cuidado Personal;Cuidado Facial;Antiarrugas,Contiene microplásticos,28,,,,,
7896658026355,Essencele Profuse Filler R,30,Cuidado Personal;Cuidado Facial;Antiarrugas,,33,,,,,
3401344957253,Node Ds E Shampoo Anticaspa Bioderma,125,Cuidado Personal;Cuidado del Cabello;Shampoo,,36,,,,,
7896658033384,Profuse Hidradeep Daily,200,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,22,,,,,
4005808369621,Protetor Labial Nivea Lip Care Med Protection,48,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,31,,,,,
7896658026997,Profuse Densifiant Creme,30,Cuidado Personal;Cuidado Facial;Hidratantes,,47,,,,,
3337872414152,Pigmentclar Olhos,15,Cuidado Personal;Cuidado Facial;Hidratantes,,37,,,,,
5901887033196,Ziaja Natural Olive regenerating Shampoo,400,Cuidado Personal;Cuidado del Cabello;Shampoo,Does not contain silicones and parabens. Does not weigh hair down.,23,,,,,
7896015525804,Corega Ultra Cr S/sabor,68,Cuidado Personal;Cuidado Oral;Crema Dental,No contiene Zinc,8,,,,,
7891037744509,Creme Dental em Gel Close Up Liquid Fresh Ice,100,Cuidado Personal;Cuidado Oral;Crema Dental,Cont?m Sacarina S?dica Ingrediente Ativo: Cont?m Fluoreto De S?dio (1450 Ppm ?on Fl?or),14,,,,,
7896015518325,Creme Dental Sensodyne Pro Esmalte,50 gr,Cuidado Personal;Cuidado Oral;Crema Dental,,16,,,,,
7896015528577,Creme Dental Sensodyne Repair E Protect Whitening,100,Cuidado Personal;Cuidado Oral;Crema Dental,,11,,,,,
7896009419324,Creme Dental Sensodyne Original,90,Cuidado Personal;Cuidado Oral;Crema Dental,,19,,,,,
4001638081863,Weleda Gel Dentífrico para Niños,50,Cuidado Personal;Cuidado Oral;Niños;Crema Dental,,9,,,,,
7891010030452,Condicionador J&j Baby,200,Cuidado del Bebé;Para el Baño,,10,,,,,
305,Desodorante Rexona Clinical Aerosol 3x mais proteção,150,Cuidado Personal;Cuidado Corporal;Desodorante de Hombre,,22,,,,,
7506306244184,Rexona Men Antitranspirante Aerosol Invisible,150,Cuidado Personal;Cuidado Corporal;Desodorante de Hombre,,25,,,,,
42360407,Creme Facial Nivea Nutritivo,100,Cuidado Personal;Cuidado Facial;Hidratantes,,17,,,,,
4005808662388,Desodorante Nivea Aerosol Sensitive Pure,150,Cuidado Personal;Cuidado Corporal;Desodorante de Mujer,,15,,,,,
4025089075141,Gel de ducha Bio de coco y vainilla Sante,950,Cuidado Personal;Cuidado Corporal;Geles de Baño,"osmético ecológico certificado por Natrue, BDIH",20,,,,,
5765228835852,Gel de Baño Sin Perfume Urtekram,500,Cuidado Personal;Cuidado Corporal;Geles de Baño,"Certificación Cosmos organic, EcoCert",16,,,,,
4744183011533,Gel de Ducha Relajante Lavande de Provence Organic Shop 280 ml,280,Cuidado Personal;Cuidado Corporal;Geles de Baño,"Certificados: BDIH, ICEA, Cosmos Natural. Características Especiales: Sin parabenos, Sin sulfatos",15,,,,,
8002849917879,Gel íntimo BIO Anthyllis,300,Cuidado Personal;Cuidado Corporal;Geles de Baño,"ICEA (cosmética natural certificada), Leaping Bunny (sin ensayos en animales) y Nickel Tested (cosmética natural con níquel testado)",12,,,,,
5765228836682,Gel de ducha bayas nórdicas BIO Urtekram,500,Cuidado Personal;Cuidado Corporal;Geles de Baño,"Cruelty free international (CCIC y BUAV), Vegan",25,,,,,
8052400932582,Gel de baño delicado aloe vera y aceite de oliva Greenatural,1000,Cuidado Personal;Cuidado Corporal;Geles de Baño,Certificados: ICEA,17,,,,,
3662217004874,Gel de ducha orgánico Infusión de lavanda afrutada Avril,500,Cuidado Personal;Cuidado Corporal;Geles de Baño,"Certificados: BIO, EcoCert",17,,,,,
3283950911917,Gel de ducha relajante Cattier,1000,Cuidado Personal;Cuidado Corporal;Geles de Baño,Cerfiticaciones Bio,15,,,,,
8445303149599,Jabón sólido corporal Vainilla y Karité Planeta Huerto,85,Cuidado Personal;Cuidado Corporal;Jabones,,13,,,,,
8421427033068,Jabón pastilla coco puro sin perfume Beltrán Vital,240,Cuidado Personal;Cuidado Corporal;Jabones,,5,,,,,
8437015175706,Jabón de Alepo 40% Inkanat,200,Cuidado Personal;Cuidado Corporal;Jabones,,5,,,,,
5765228835845,Jabón Sin Perfume Urtekram,100,Cuidado Personal;Cuidado Corporal;Jabones,"Certificados: EcoCert, Cosmos organic",6,,,,,
5765228838648,Jabón Aloe Vera Urtekram,100,Cuidado Personal;Cuidado Corporal;Jabones,"Certficaciones; EcoCert, Cruelty free international (CCIC y BUAV), Vegan",9,,,,,
4744183011656,Jabón de Manos Nutritivo Melocotón Rosa Organic Shop,500,Cuidado Personal;Cuidado Corporal;Jabones,"Certificados: BDIH, ICEA, Cosmos Natural",14,,,,,
5765228835876,Jabón de manos Sin Perfume Urtekram,380,Cuidado Personal;Cuidado Corporal;Jabones,Cosmético ecológico certificado por ECOCERT,15,,,,,
8437015175713,"Jabón de Alepo Inkanat, 4%",200,Cuidado Personal;Cuidado Corporal;Jabones,,4,,,,,
4007547301948,Jabón de manos neutral Sonett,300,Cuidado Personal;Cuidado Corporal;Jabones,,6,,,,,
4007547301849,"Aceite de Oliva, Aceite de Coco",1000,Cuidado Personal;Cuidado Corporal;Jabones,,6,,,,,
4743318183053,Oma Gertrude Crema Pies Cuidado Intenso,75,Cuidado Personal;Cuidado Corporal;Manos y Pies,"Certificados: Cosmos Natural, Cosmos organic",19,,,,,
4627090994116,Crema para pies hidratante Café Mimi,110,Cuidado Personal;Cuidado Corporal;Manos y Pies,,16,,,,,
705105357355,Reparadora de Codos y Talones Bio Matarrania,30,Cuidado Personal;Cuidado Corporal;Manos y Pies,Certificación: Soil Association,10,,,,,
4743318183183,Crema natural refrescante anti-fatiga para pies Organic Kitchen,100,Cuidado Personal;Cuidado Corporal;Manos y Pies,,26,,,,,
4021457614516,"Crema de pies basis sensitive, con aceite de macadamia y arcilla Lavera",75,Cuidado Personal;Cuidado Corporal;Manos y Pies,,30,,,,,
3760141874553,Polvo Absorbente Pies Gamarde,35,Cuidado Personal;Cuidado Corporal;Manos y Pies,Certificación: Bio,9,,,,,
